"pagegroupname","devicetypename","goalcomplete","bucket","session_loadtime","sticky_beacons","session_persistence","session_persistence_25","session_persistence_50","session_persistence_75","avg_page_index","avg_page_position","page_beacons","page_timer","session_length","sessions","beacons","non_bounce_sessions","bounces","page_visit_time","session_duration","bounce_rate","session_duration_minutes","bucket_label","retention_rate","beacon_pc","website"
"article","Tablet",0,1500,7451.261991952,191367,4.434,1,3,6,4.703,0.659398419,256145,1451.0,8.016,256145,2002529,55,12011,197,1944,4.69,32.4,"1.4 - 1.5 s",0.7471041792734584,1.0,3
"article","Tablet",0,1600,7821.118551613,195116,4.384,1,3,6,4.634,0.662540891,263926,1551.0,7.876,263926,2027461,50,13593,197,1918,5.15,31.97,"1.5 - 1.6 s",0.7392829808355372,1.0,3
"article","Tablet",0,1700,8254.004736741,196342,4.349,1,3,6,4.582,0.665385803,267726,1651.0,7.772,267726,2029627,75,15236,197,1890,5.69,31.5,"1.6 - 1.7 s",0.7333691908891927,1.0,3
"article","Tablet",0,1800,8661.417870201,194769,4.318,1,3,6,4.521,0.667546226,267675,1750.0,7.663,267675,2000572,75,16288,197,1878,6.09,31.3,"1.7 - 1.8 s",0.7276323900252172,1.0,3
"article","Tablet",0,1900,9069.33751866,189050,4.253,1,3,6,4.454,0.671567637,262744,1850.0,7.514,262744,1925629,78,17686,198,1852,6.73,30.87,"1.8 - 1.9 s",0.7195216636726243,1.0,3
"article","Tablet",0,2000,9519.665556442,180627,4.214,1,3,6,4.412,0.675753806,254144,1950.0,7.407,254144,1835961,111,18445,197,1819,7.26,30.32,"1.9 - 2.0 s",0.710726989423319,1.0,3
"article","Tablet",0,2100,9927.832192789,170221,4.164,1,3,5,4.352,0.679622596,242316,2050.0,7.278,242316,1719718,115,19668,197,1797,8.12,29.95,"2.0 - 2.1 s",0.702475280212615,1.0,3
"article","Tablet",0,2200,10282.521279849,158989,4.114,1,3,5,4.298,0.684822299,229696,2150.0,7.146,229696,1600287,127,20376,196,1769,8.88,29.48,"2.1 - 2.2 s",0.6921713917525774,1.0,3
"article","Tablet",0,2300,10672.367739996,147172,4.081,1,3,5,4.23,0.689566454,216114,2250.0,7.01,216114,1476483,169,21120,195,1733,9.78,28.88,"2.2 - 2.3 s",0.6809924391756202,1.0,3
"article","Tablet",0,2400,11029.942055188,136628,4.033,1,3,5,4.168,0.693479588,202906,2350.0,6.884,202906,1361458,174,21748,196,1719,10.73,28.65,"2.3 - 2.4 s",0.6733561353533163,1.0,3
"article","Tablet",0,2500,11413.684585987,125129,3.977,1,3,5,4.084,0.697307727,188416,2450.0,6.725,188416,1234814,205,21856,194,1678,11.61,27.97,"2.4 - 2.5 s",0.6641102666440217,1.0,3
"article","Tablet",0,2600,11849.804147508,114091,3.917,1,3,5,4.033,0.703704495,174939,2550.0,6.588,174939,1122885,255,22104,194,1648,12.65,27.47,"2.5 - 2.6 s",0.6521759013141724,1.0,3
"article","Tablet",0,2700,12199.873245367,104387,3.896,1,3,5,3.971,0.707162749,162411,2650.0,6.475,162411,1024299,257,22183,193,1628,13.68,27.13,"2.6 - 2.7 s",0.6427335586875274,1.0,3
"article","Tablet",0,2800,12564.48526534,95432,3.873,1,3,5,3.938,0.71145056,150354,2750.0,6.397,150354,936467,320,21470,193,1608,14.31,26.8,"2.7 - 2.8 s",0.6347154049775863,1.0,3
"article","Tablet",0,2900,12925.716529303,87515,3.832,1,3,5,3.887,0.715077799,139583,2850.0,6.289,139583,854222,350,21109,193,1595,15.16,26.58,"2.8 - 2.9 s",0.6269746315812097,1.0,3
"article","Tablet",0,3000,13286.532052819,80568,3.81,1,3,5,3.811,0.717507499,130198,2950.0,6.169,130198,780974,384,20657,190,1544,15.91,25.73,"2.9 - 3.0 s",0.6188113488686462,1.0,3
"article","Tablet",0,3100,13773.241488765,74267,3.784,1,3,5,3.772,0.721037524,121550,3050.0,6.084,121550,718679,439,20148,190,1533,16.64,25.55,"3.0 - 3.1 s",0.6109995886466475,1.0,3
"article","Tablet",0,3200,14053.722798164,69047,3.744,1,3,5,3.742,0.723085115,113815,3149.0,6.014,113815,665010,490,19322,190,1527,17.05,25.45,"3.1 - 3.2 s",0.6066599305891139,1.0,3
"article","Tablet",0,3300,14450.779375238,63978,3.685,1,2,5,3.684,0.727372105,106739,3250.0,5.893,106739,610858,569,19109,188,1486,18.0,24.77,"3.2 - 3.3 s",0.599387290493634,1.0,3
"article","Tablet",0,3400,14874.574340256,60088,3.703,1,2,5,3.657,0.728348999,100999,3350.0,5.861,100999,573968,644,18244,188,1473,18.18,24.55,"3.3 - 3.4 s",0.59493658353053,1.0,3
"article","Tablet",0,3500,15369.283103498,55829,3.711,1,2,5,3.599,0.730557973,95137,3450.0,5.777,95137,532569,660,17807,187,1458,18.85,24.3,"3.4 - 3.5 s",0.5868274173034677,1.0,3
"article","Tablet",0,3600,15710.928236261,53215,3.684,1,2,5,3.593,0.731204498,90595,3550.0,5.757,90595,504965,754,17055,187,1451,18.98,24.18,"3.5 - 3.6 s",0.5873944478172085,1.0,3
"article","Tablet",0,3700,16055.032610009,50336,3.641,1,2,5,3.556,0.734811269,86679,3650.0,5.671,86679,475771,817,16620,184,1418,19.36,23.63,"3.6 - 3.7 s",0.5807173594526933,1.0,3
"article","Tablet",0,3800,16506.385706292,48328,3.625,1,2,5,3.519,0.732858234,82871,3750.0,5.634,82871,451311,939,15667,186,1420,19.12,23.67,"3.7 - 3.8 s",0.5831714351220572,1.0,3
"article","Tablet",0,3900,16912.371124582,46742,3.612,1,2,5,3.531,0.734077336,80346,3850.0,5.632,80346,436878,978,15073,186,1420,18.99,23.67,"3.8 - 3.9 s",0.581758892788689,1.0,3
"article","Tablet",0,4000,17296.048676993,44958,3.561,1,2,5,3.492,0.735003957,77490,3950.0,5.558,77490,415471,977,14461,186,1406,18.9,23.43,"3.9 - 4.0 s",0.5801780874951606,1.0,3
"article","Tablet",0,4100,17731.181054784,44118,3.569,1,2,5,3.465,0.732669644,75679,4050.0,5.546,75679,404508,1103,13839,187,1398,18.56,23.3,"4.0 - 4.1 s",0.5829622484440862,1.0,3
"article","Tablet",0,4200,18030.073054067,42560,3.597,1,2,5,3.461,0.733839614,73382,4150.0,5.547,73382,391671,1134,13350,187,1407,18.48,23.45,"4.1 - 4.2 s",0.57997874138072,1.0,3
"article","Tablet",0,4300,18422.426711957,41842,3.524,1,2,5,3.442,0.733731198,71987,4250.0,5.491,71987,380301,1138,13057,186,1369,18.43,22.82,"4.2 - 4.3 s",0.5812438356925556,1.0,3
"article","Tablet",0,4400,18825.976226587,40955,3.522,1,2,4,3.419,0.734954503,70833,4350.0,5.456,70833,371134,1164,12745,187,1370,18.29,22.83,"4.3 - 4.4 s",0.578190956192735,1.0,3
"article","Tablet",0,4500,19225.280366753,40585,3.473,1,2,4,3.41,0.735078942,70098,4450.0,5.421,70098,364624,1273,12344,189,1375,17.94,22.92,"4.4 - 4.5 s",0.5789751490770064,1.0,3
"article","Tablet",0,4600,19637.964713357,39398,3.487,1,2,4,3.418,0.73497243,67850,4550.0,5.443,67850,354117,1343,11846,191,1386,17.81,23.1,"4.5 - 4.6 s",0.5806632277081798,1.0,3
"article","Tablet",0,4700,20099.45971399,38596,3.436,1,2,4,3.384,0.737441555,66965,4650.0,5.365,66965,343918,1376,11660,190,1367,17.78,22.78,"4.6 - 4.7 s",0.5763607854849548,1.0,3
"article","Tablet",0,4800,20483.291174432,38132,3.463,1,2,4,3.365,0.737388808,66296,4750.0,5.357,66296,339563,1470,11415,189,1353,17.61,22.55,"4.7 - 4.8 s",0.5751779896222999,1.0,3
"article","Tablet",0,4900,20840.707358662,37723,3.421,1,2,4,3.378,0.737331087,65481,4850.0,5.349,65481,334343,1541,11134,193,1370,17.41,22.83,"4.8 - 4.9 s",0.5760907744231151,1.0,3
"article","Tablet",0,5000,21161.610786969,37141,3.39,1,2,4,3.355,0.738175473,64438,4950.0,5.309,64438,326463,1566,10895,195,1364,17.33,22.73,"4.9 - 5.0 s",0.5763835004190074,1.0,3
"article","Tablet",0,5100,21639.551198249,36215,3.381,1,2,4,3.326,0.738765325,63116,5050.0,5.266,63116,316582,1610,10643,194,1348,17.3,22.47,"5.0 - 5.1 s",0.5737847772355663,1.0,3
"article","Tablet",0,5200,22093.740983762,35793,3.358,1,2,4,3.33,0.738734004,62248,5150.0,5.261,62248,311407,1669,10498,196,1354,17.33,22.57,"5.1 - 5.2 s",0.5750064259092662,1.0,3
"article","Tablet",0,5300,22336.987956019,35130,3.343,1,2,4,3.35,0.739863028,61173,5250.0,5.27,61173,306316,1639,10269,197,1359,17.25,22.65,"5.2 - 5.3 s",0.5742729635623559,1.0,3
"article","Tablet",0,5400,22849.750187444,34258,3.367,1,2,4,3.313,0.740089431,60200,5350.0,5.229,60200,298850,1707,10377,197,1352,17.74,22.53,"5.3 - 5.4 s",0.5690697674418604,1.0,3
"article","Tablet",0,5500,23402.76043777,33398,3.313,1,2,4,3.32,0.744444119,59108,5451.0,5.192,59108,290722,1788,10119,198,1352,17.65,22.53,"5.4 - 5.5 s",0.5650334980036543,1.0,3
"article","Tablet",0,5600,23799.349342037,32515,3.31,1,2,4,3.276,0.745197298,58008,5550.0,5.132,58008,281460,1868,10037,198,1316,17.88,21.93,"5.5 - 5.6 s",0.5605261343262998,1.0,3
"article","Tablet",0,5700,24264.982919943,31633,3.296,1,2,4,3.295,0.747392641,56654,5650.0,5.135,56654,274731,1906,10091,198,1334,18.43,22.23,"5.6 - 5.7 s",0.5583542203551382,1.0,3
"article","Tablet",0,5800,24442.89506616,30714,3.284,1,2,4,3.285,0.749464414,55319,5751.0,5.109,55319,266540,1931,9942,198,1323,18.62,22.05,"5.7 - 5.8 s",0.5552161101972197,1.0,3
"article","Tablet",0,5900,24943.400412402,29884,3.267,1,2,4,3.266,0.75304359,54447,5850.0,5.06,54447,259278,2041,10058,199,1316,19.19,21.93,"5.8 - 5.9 s",0.5488640329127409,1.0,3
"article","Tablet",0,6000,25483.823332464,29072,3.257,1,2,4,3.25,0.754206237,53318,5950.0,5.026,53318,251799,2066,10044,199,1316,19.6,21.93,"5.9 - 6.0 s",0.5452567613188791,1.0,3
"article","Tablet",0,6100,26071.794970796,28516,3.265,1,2,4,3.26,0.754657014,52401,6050.0,5.038,52401,247948,2051,9960,199,1311,19.78,21.85,"6.0 - 6.1 s",0.5441880880135875,1.0,3
"article","Tablet",0,6200,26397.473727339,27364,3.251,1,2,4,3.227,0.756093379,50723,6150.0,4.981,50723,236322,2156,9855,200,1308,20.29,21.8,"6.1 - 6.2 s",0.5394791317548252,1.0,3
"article","Tablet",0,6300,26739.508662223,26567,3.211,1,2,4,3.203,0.758419903,49516,6250.0,4.926,49516,228308,2098,9901,198,1278,20.88,21.3,"6.2 - 6.3 s",0.536533645690282,1.0,3
"article","Tablet",0,6400,27272.74673967,25956,3.272,1,2,4,3.212,0.757952026,48505,6350.0,4.963,48505,224829,2171,9776,197,1288,21.1,21.47,"6.3 - 6.4 s",0.5351200907122977,1.0,3
"article","Tablet",0,6500,27453.447024935,25037,3.193,1,2,4,3.183,0.760371927,47196,6450.0,4.877,47196,214667,2132,9855,196,1270,21.87,21.17,"6.4 - 6.5 s",0.5304898720230528,1.0,3
"article","Tablet",0,6600,27880.68097153,24271,3.224,1,2,4,3.185,0.763161032,46205,6550.0,4.879,46205,209369,2209,9743,196,1268,22.15,21.13,"6.5 - 6.6 s",0.5252894708364896,1.0,3
"article","Tablet",0,6700,28264.062352418,23753,3.2,1,2,4,3.171,0.76569153,45545,6650.0,4.84,45545,205250,2235,9675,196,1258,22.34,20.97,"6.6 - 6.7 s",0.5215281589636623,1.0,3
"article","Tablet",0,6800,28500.716683672,22824,3.201,1,2,4,3.161,0.764282035,43795,6750.0,4.83,43795,196501,2176,9419,197,1252,22.63,20.87,"6.7 - 6.8 s",0.521155383034593,1.0,3
"article","Tablet",0,6900,29059.074072229,22480,3.195,1,2,4,3.155,0.76516719,43142,6850.0,4.82,43142,193553,2121,9287,197,1246,22.64,20.77,"6.8 - 6.9 s",0.5210699550322192,1.0,3
"article","Tablet",0,7000,29212.953125026,21345,3.176,1,2,4,3.152,0.767722323,41281,6950.0,4.795,41281,183757,2166,9031,195,1237,23.09,20.62,"6.9 - 7.0 s",0.5170659625493569,1.0,3
"article","Tablet",0,7100,29648.986361143,20875,3.221,1,2,4,3.175,0.768798185,40648,7050.0,4.83,40648,181668,2138,8979,195,1259,23.32,20.98,"7.0 - 7.1 s",0.5135554024798268,1.0,3
"article","Tablet",0,7200,29651.658969915,19888,3.19,1,2,4,3.144,0.769242966,38845,7150.0,4.778,38845,171776,2104,8622,197,1240,23.47,20.67,"7.1 - 7.2 s",0.5119835242630969,1.0,3
"article","Tablet",0,7300,30141.974488986,19607,3.207,1,2,4,3.162,0.770340918,38322,7250.0,4.803,38322,170038,2201,8344,197,1250,23.1,20.83,"7.2 - 7.3 s",0.5116382234747665,1.0,3
"article","Tablet",0,7400,30346.866104389,18734,3.182,1,2,4,3.144,0.771490602,36840,7351.0,4.762,36840,161704,2025,8280,196,1234,23.78,20.57,"7.3 - 7.4 s",0.5085233441910967,1.0,3
"article","Tablet",0,7500,30635.605666692,18184,3.178,1,2,4,3.142,0.772021299,35869,7450.0,4.753,35869,157494,1925,7976,197,1242,23.5,20.7,"7.4 - 7.5 s",0.5069558671833617,1.0,3
"article","Tablet",0,7600,30790.969250656,17653,3.234,1,2,4,3.154,0.771596079,34822,7550.0,4.794,34822,153824,1997,7855,196,1244,23.93,20.73,"7.5 - 7.6 s",0.5069496295445408,1.0,3
"article","Tablet",0,7700,30785.541007298,16991,3.18,1,2,4,3.149,0.773433931,33628,7650.0,4.756,33628,147301,1925,7642,197,1247,24.1,20.78,"7.6 - 7.7 s",0.5052634709170929,1.0,3
"article","Tablet",0,7800,31127.973069204,16564,3.198,1,2,4,3.145,0.773493653,32887,7750.0,4.756,32887,143464,2081,7477,195,1242,24.27,20.7,"7.7 - 7.8 s",0.5036640617873324,1.0,3
"article","Tablet",0,7900,31346.776290285,16341,3.151,1,2,4,3.152,0.774286477,32374,7851.0,4.743,32374,140929,1988,7288,196,1232,23.98,20.53,"7.8 - 7.9 s",0.5047569036881449,1.0,3
"article","Tablet",0,8000,31635.117259419,15733,3.189,1,2,4,3.162,0.774548525,31355,7950.0,4.763,31355,136308,2023,7090,196,1224,24.17,20.4,"7.9 - 8.0 s",0.5017700526231861,1.0,3
"article","Tablet",0,8100,31784.630774601,15128,3.23,1,2,4,3.175,0.774288238,30084,8049.0,4.799,30084,132025,2076,6765,197,1238,24.15,20.63,"8.0 - 8.1 s",0.5028586624119133,1.0,3
"article","Tablet",0,8200,31823.599123985,14964,3.234,1,2,4,3.206,0.775731274,29784,8150.0,4.831,29784,131343,2031,6655,197,1257,23.98,20.95,"8.1 - 8.2 s",0.5024174053182917,1.0,3
"article","Tablet",0,8300,32088.365216305,14302,3.233,1,2,4,3.201,0.775518023,28565,8250.0,4.82,28565,125722,2067,6437,196,1244,24.29,20.73,"8.2 - 8.3 s",0.5006826535970593,1.0,3
"article","Tablet",0,8400,32278.788812295,14103,3.19,1,2,4,3.229,0.775881929,28005,8350.0,4.835,28005,123119,2019,6362,197,1248,24.48,20.8,"8.3 - 8.4 s",0.503588644884842,1.0,3
"article","Tablet",0,8500,32715.246793463,13747,3.219,1,2,4,3.225,0.775361674,27308,8450.0,4.846,27308,120399,1970,6034,198,1271,23.81,21.18,"8.4 - 8.5 s",0.5034055954299107,1.0,3
"article","Tablet",0,8600,32939.481405404,13394,3.235,1,2,4,3.2,0.777274305,26878,8550.0,4.813,26878,117322,2058,6173,195,1243,24.87,20.72,"8.5 - 8.6 s",0.49832576828633085,1.0,3
"article","Tablet",0,8700,33132.143114285,12913,3.187,1,2,4,3.223,0.777205321,25783,8650.0,4.82,25783,112673,2070,5733,198,1262,24.18,21.03,"8.6 - 8.7 s",0.5008338827909863,1.0,3
"article","Tablet",0,8800,33095.679239119,12688,3.244,1,2,4,3.214,0.774837928,25280,8750.0,4.842,25280,110444,2057,5572,198,1253,23.99,20.88,"8.7 - 8.8 s",0.5018987341772152,1.0,3
"article","Tablet",0,8900,33365.682271439,12245,3.248,1,2,4,3.244,0.775631336,24417,8849.0,4.873,24417,107691,2015,5303,198,1250,23.67,20.83,"8.8 - 8.9 s",0.5014948601384281,1.0,3
"article","Tablet",0,9000,33647.121143995,11997,3.235,1,2,4,3.226,0.777428065,24084,8950.0,4.837,24084,105122,2092,5364,197,1235,24.39,20.58,"8.9 - 9.0 s",0.49813153961136025,1.0,3
"article","Tablet",0,9100,33663.169565939,11744,3.246,1,2,4,3.284,0.779455068,23600,9050.0,4.9,23600,104015,2109,5189,199,1289,24.14,21.48,"9.0 - 9.1 s",0.4976271186440678,1.0,3
"article","Tablet",0,9200,33697.310842066,11494,3.236,1,2,4,3.235,0.779009785,23099,9150.0,4.846,23099,101025,2036,5148,198,1249,24.44,20.82,"9.1 - 9.2 s",0.4975972985843543,1.0,3
"article","Tablet",0,9300,34530.207855988,11537,3.257,1,2,4,3.289,0.776306913,22984,9251.0,4.924,22984,101394,2120,4961,199,1275,23.78,21.25,"9.2 - 9.3 s",0.5019578837452141,1.0,3
"article","Tablet",0,9400,34454.959910241,11009,3.238,1,2,4,3.26,0.780566389,22223,9350.0,4.865,22223,96817,2103,4939,199,1266,24.55,21.1,"9.3 - 9.4 s",0.49538766143184987,1.0,3
"article","Tablet",0,9500,34618.981972538,10748,3.311,1,2,4,3.288,0.779575447,21733,9450.0,4.925,21733,95624,2136,4790,199,1270,24.44,21.17,"9.4 - 9.5 s",0.4945474623843924,1.0,3
"article","Tablet",0,9600,34745.076027437,10844,3.226,1,2,4,3.311,0.77907326,21630,9550.0,4.929,21630,95347,2149,4678,199,1288,24.01,21.47,"9.5 - 9.6 s",0.501340730466944,1.0,3
"article","Tablet",0,9700,35159.478787291,10777,3.287,1,2,4,3.358,0.776899764,21268,9650.0,5.023,21268,95455,2174,4517,199,1276,23.66,21.27,"9.6 - 9.7 s",0.5067237163814181,1.0,3
"article","Tablet",0,9800,35327.123771011,10414,3.243,1,2,4,3.32,0.77969441,20805,9750.0,4.944,20805,91754,2184,4407,200,1282,23.67,21.37,"9.7 - 9.8 s",0.5005527517423696,1.0,3
"article","Tablet",0,9900,35510.411539195,10370,3.2,1,2,4,3.33,0.777444743,20458,9850.0,4.952,20458,90208,2129,4199,202,1279,22.91,21.32,"9.8 - 9.9 s",0.5068921693225145,1.0,3
"article","Tablet",0,10000,35563.339987586,10274,3.234,1,2,4,3.328,0.776066567,20311,9950.0,4.964,20311,89453,2208,4204,202,1297,23.22,21.62,"9.9 - 10.0 s",0.5058342769927625,1.0,3
"article","Tablet",0,10100,36120.696509276,10154,3.305,1,2,4,3.353,0.777837407,20259,10050.0,5.01,20259,89939,2187,4251,201,1309,23.52,21.82,"10.0 - 10.1 s",0.5012093390591835,1.0,3
"article","Tablet",0,10200,36253.054371173,10037,3.278,1,2,4,3.333,0.776565869,19919,10151.0,4.985,19919,87845,2220,4148,201,1286,23.44,21.43,"10.1 - 10.2 s",0.503890757568151,1.0,3
"article","Tablet",0,10300,36264.154075158,9961,3.269,1,2,4,3.358,0.77554932,19613,10250.0,5.018,19613,86927,2234,4091,201,1286,23.54,21.43,"10.2 - 10.3 s",0.5078774282363738,1.0,3
"article","Tablet",0,10400,36284.581354674,9637,3.277,1,2,4,3.351,0.780192619,19423,10351.0,4.977,19423,85224,2292,4160,199,1277,24.28,21.28,"10.3 - 10.4 s",0.4961643412449158,1.0,3
"article","Tablet",0,10500,36694.908974935,9554,3.27,1,2,4,3.359,0.780476378,19222,10450.0,4.984,19222,84062,2282,4020,201,1288,23.73,21.47,"10.4 - 10.5 s",0.49703464779939655,1.0,3
"article","Tablet",0,10600,36836.512316681,9619,3.299,1,2,4,3.378,0.776909348,19133,10551.0,5.037,19133,84625,2311,3984,201,1294,23.68,21.57,"10.5 - 10.6 s",0.5027439502430356,1.0,3
"article","Tablet",0,10700,37189.574715873,9640,3.272,1,2,4,3.357,0.776486701,18998,10651.0,5.018,18998,83629,2376,3972,199,1274,23.9,21.23,"10.6 - 10.7 s",0.5074218338772503,1.0,3
"article","Tablet",0,10800,36944.670630568,9196,3.292,1,2,4,3.376,0.779278315,18396,10750.0,5.021,18396,81226,2226,3833,199,1270,23.7,21.17,"10.7 - 10.8 s",0.4998912807131985,1.0,3
"article","Tablet",0,10900,37545.446139632,9345,3.262,1,2,4,3.388,0.77486028,18275,10850.0,5.056,18275,81036,2287,3720,202,1311,23.27,21.85,"10.8 - 10.9 s",0.5113543091655267,1.0,3
"article","Tablet",0,11000,37702.011382204,9052,3.301,1,2,4,3.326,0.779208531,18185,10951.0,4.969,18185,79232,2266,3850,202,1299,24.18,21.65,"10.9 - 11.0 s",0.49777288974429473,1.0,3
"article","Tablet",0,11100,37609.503578059,8784,3.353,1,2,4,3.333,0.779737919,17755,11050.0,4.992,17755,77735,2235,3843,199,1284,24.76,21.4,"11.0 - 11.1 s",0.4947338777809068,1.0,3
"article","Tablet",0,11200,38343.979203197,8931,3.321,1,2,4,3.339,0.775828792,17714,11150.0,5.013,17714,77782,2263,3696,199,1280,23.92,21.33,"11.1 - 11.2 s",0.504177486733657,1.0,3
"article","Tablet",0,11300,38200.249721086,8831,3.332,1,2,4,3.371,0.77573871,17461,11250.0,5.057,17461,77191,2306,3659,201,1322,24.14,22.03,"11.2 - 11.3 s",0.5057556840959854,1.0,3
"article","Tablet",0,11400,38244.178942915,8562,3.319,1,2,4,3.363,0.779760621,17187,11350.0,5.017,17187,75323,2279,3644,203,1307,24.44,21.78,"11.3 - 11.4 s",0.4981672194100192,1.0,3
"article","Tablet",0,11500,38634.517023734,8792,3.341,1,2,4,3.36,0.775083899,17327,11450.0,5.055,17327,76436,2251,3629,200,1291,24.07,21.52,"11.4 - 11.5 s",0.5074161712933571,1.0,3
"article","Tablet",0,11600,38921.750903799,8362,3.324,1,2,4,3.328,0.778869798,16789,11551.0,4.983,16789,72906,2228,3643,199,1278,25.02,21.3,"11.5 - 11.6 s",0.49806420870808266,1.0,3
"article","Tablet",0,11700,38661.615723459,8422,3.348,1,2,4,3.365,0.775024131,16683,11651.0,5.055,16683,73334,2339,3409,203,1294,23.77,21.57,"11.6 - 11.7 s",0.5048252712341905,1.0,3
"article","Tablet",0,11800,39208.117077631,8453,3.301,1,2,4,3.332,0.774389304,16648,11750.0,5.009,16648,72641,2270,3552,202,1305,24.7,21.75,"11.7 - 11.8 s",0.5077486785199423,1.0,3
"article","Tablet",0,11900,39217.035652448,8030,3.377,1,2,4,3.36,0.781151269,16314,11851.0,5.023,16314,71040,2270,3534,197,1259,25.16,20.98,"11.8 - 11.9 s",0.4922152752237342,1.0,3
"article","Tablet",0,12000,39520.282178193,8048,3.296,1,2,4,3.349,0.77934215,16166,11951.0,4.99,16166,69994,2238,3474,202,1305,24.94,21.75,"11.9 - 12.0 s",0.4978349622664852,1.0,3
"article","Tablet",0,12100,39708.512256805,8114,3.324,1,2,4,3.343,0.773940951,16013,12050.0,5.028,16013,69746,2266,3421,201,1305,24.89,21.75,"12.0 - 12.1 s",0.5067132954474489,1.0,3
"article","Tablet",0,12200,39727.466457474,7717,3.3,1,2,4,3.304,0.778800672,15513,12151.0,4.946,15513,66449,2134,3390,200,1274,25.34,21.23,"12.1 - 12.2 s",0.49745374846902596,1.0,3
"article","Tablet",0,12300,39787.137309771,7512,3.284,1,2,4,3.337,0.782372522,15257,12250.0,4.955,15257,65233,2160,3280,201,1272,25.04,21.2,"12.2 - 12.3 s",0.4923641607131153,1.0,3
"article","Tablet",0,12400,40250.018882065,7367,3.321,1,2,4,3.343,0.779036897,14856,12350.0,4.99,14856,63953,2133,3085,204,1298,24.25,21.63,"12.3 - 12.4 s",0.49589391491653206,1.0,3
"article","Tablet",0,12500,40361.66262252,7359,3.351,1,2,4,3.329,0.780503878,14923,12450.0,4.981,14923,64075,2135,3218,204,1311,25.16,21.85,"12.4 - 12.5 s",0.4931314078938551,1.0,3
"article","Tablet",0,12600,40248.603671225,7002,3.353,1,2,4,3.314,0.781276162,14251,12550.0,4.962,14251,60930,2053,3124,198,1274,25.61,21.23,"12.5 - 12.6 s",0.491333941477791,1.0,3
"article","Tablet",0,12700,40519.11301347,6914,3.337,1,2,4,3.323,0.782646648,14172,12650.0,4.951,14172,60203,2131,3104,201,1280,25.78,21.33,"12.6 - 12.7 s",0.4878633926051369,1.0,3
"article","Tablet",0,12800,40780.215485105,6815,3.274,1,2,4,3.323,0.784358345,13975,12750.0,4.92,13975,59231,1993,3042,204,1300,25.39,21.67,"12.7 - 12.8 s",0.4876565295169946,1.0,3
"article","Tablet",0,12900,41350.732338105,6882,3.349,1,2,4,3.283,0.779877084,14009,12851.0,4.929,14009,59305,2017,3125,200,1271,26.06,21.18,"12.8 - 12.9 s",0.4912556213862517,1.0,3
"article","Tablet",0,13000,41089.691817402,6659,3.29,1,2,4,3.311,0.780154535,13504,12950.0,4.934,13504,57076,1969,3059,202,1307,26.52,21.78,"12.9 - 13.0 s",0.4931131516587678,1.0,3
"article","Tablet",0,13100,41910.579152011,6393,3.294,1,2,4,3.302,0.782855931,13153,13051.0,4.904,13153,55582,1797,2913,200,1269,25.65,21.15,"13.0 - 13.1 s",0.48604881015737855,1.0,3
"article","Tablet",0,13200,41737.267369671,6432,3.253,1,2,4,3.277,0.780106128,12983,13150.0,4.889,12983,54326,1883,2838,200,1265,25.57,21.08,"13.1 - 13.2 s",0.4954170838789186,1.0,3
"article","Tablet",0,13300,42001.76901652,6173,3.347,1,2,4,3.313,0.785641571,12820,13250.0,4.925,12820,54049,1878,2900,200,1265,26.5,21.08,"13.2 - 13.3 s",0.4815132605304212,1.0,3
"article","Tablet",0,13400,42163.181740115,6089,3.266,1,2,4,3.243,0.783713978,12568,13350.0,4.825,12568,51827,1791,2919,199,1245,27.09,20.75,"13.3 - 13.4 s",0.484484404837683,1.0,3
"article","Tablet",0,13500,42136.2415762,5862,3.288,1,2,4,3.255,0.784619689,12170,13451.0,4.839,12170,50719,1729,2836,199,1242,27.16,20.7,"13.4 - 13.5 s",0.4816762530813476,1.0,3
"article","Tablet",0,13600,42711.511770413,5638,3.281,1,2,4,3.244,0.784943558,11716,13550.0,4.823,11716,48239,1708,2766,199,1251,27.64,20.85,"13.5 - 13.6 s",0.48122226015705016,1.0,3
"article","Tablet",0,13700,42827.420211863,5537,3.358,1,2,4,3.246,0.78629609,11623,13650.0,4.846,11623,48055,1680,2789,198,1249,28.05,20.82,"13.6 - 13.7 s",0.4763830336401962,1.0,3
"article","Tablet",0,13800,42646.977196831,5387,3.135,1,2,4,3.216,0.791043585,11362,13751.0,4.703,11362,45762,1619,2700,196,1202,27.71,20.03,"13.7 - 13.8 s",0.47412427389544093,1.0,3
"article","Tablet",0,13900,43182.030514318,5422,3.284,1,2,4,3.225,0.783307163,11220,13850.0,4.812,11220,46312,1625,2588,200,1254,26.97,20.9,"13.8 - 13.9 s",0.4832442067736185,1.0,3
"article","Tablet",0,14000,43221.589034096,5186,3.213,1,2,4,3.207,0.790965427,11049,13950.0,4.716,11049,44600,1530,2605,199,1226,27.37,20.43,"13.9 - 14.0 s",0.4693637433251878,1.0,3
"article","Tablet",0,14100,43354.060733098,5017,3.342,1,2,4,3.241,0.788907824,10690,14050.0,4.81,10690,43747,1527,2571,198,1262,28.06,21.03,"14.0 - 14.1 s",0.4693171188026193,1.0,3
"article","Tablet",0,14200,43911.420884633,4924,3.268,1,2,4,3.237,0.788598852,10451,14150.0,4.777,10451,42425,1535,2490,201,1246,27.93,20.77,"14.1 - 14.2 s",0.4711510860204765,1.0,3
