"pagegroupname","devicetypename","goalcomplete","bucket","session_loadtime","sticky_beacons","session_persistence","session_persistence_25","session_persistence_50","session_persistence_75","avg_page_index","avg_page_position","page_beacons","page_timer","non_bounce_sessions","page_visit_time","session_duration","session_length","sessions","bounces","beacons","bounce_rate","session_duration_minutes","bucket_label","retention_rate","beacon_pc","website"
"article","Desktop","0","5200","4207.992606217","6501","2.152","1","1","2","1.672","0.727760452","12663","5150.0","278","33","177","2.778","12663","5428","35340","43.83","2.95","5.1 - 5.2 s","0.5133854536839612","0.45315339567370433","5"
"article","Desktop","0","5300","4298.067033446","6316","2.183","1","1","2","1.655","0.724239373","12158","5250.0","270","32","166","2.789","12158","5182","33056","43.59","2.77","5.2 - 5.3 s","0.5194933377200197","0.45315339567370433","5"
"article","Desktop","0","5400","4358.20495737","5842","2.101","1","1","2","1.635","0.731558621","11508","5350.0","237","32","172","2.702","11508","4996","30303","44.33","2.87","5.3 - 5.4 s","0.5076468543621828","0.45315339567370433","5"
"article","Desktop","0","5500","4432.443540865","5632","2.132","1","1","2","1.577","0.730513425","11168","5450.0","227","32","160","2.652","11168","4934","28868","45.1","2.67","5.4 - 5.5 s","0.504297994269341","0.45315339567370433","5"
"article","Desktop","0","5600","4522.297489918","5301","2.167","1","1","2","1.598","0.73192205","10545","5550.0","217","33","171","2.688","10545","4679","27680","45.3","2.85","5.5 - 5.6 s","0.5027027027027027","0.45315339567370433","5"
"article","Desktop","0","5700","4620.423537385","5138","2.126","1","1","2","1.6","0.733300841","10262","5650.0","218","32","160","2.665","10262","4554","26689","45.34","2.67","5.6 - 5.7 s","0.5006821282401092","0.45315339567370433","5"
"article","Desktop","0","5800","4806.373209094","4745","2.075","1","1","2","1.576","0.741702764","9795","5750.0","210","34","166","2.581","9795","4490","24659","46.84","2.77","5.7 - 5.8 s","0.484430832057172","0.45315339567370433","5"
"article","Desktop","0","5900","4748.971040466","4726","2.144","1","1","2","1.585","0.732803745","9425","5850.0","186","32","160","2.66","9425","4195","24546","45.41","2.67","5.8 - 5.9 s","0.5014323607427056","0.45315339567370433","5"
"article","Desktop","0","6000","4864.622142386","4495","2.101","1","1","2","1.613","0.737103336","9056","5951.0","202","32","165","2.656","9056","4075","23418","46.02","2.75","5.9 - 6.0 s","0.4963560070671378","0.45315339567370433","5"
"article","Desktop","0","6100","4900.767574141","4221","2.082","1","1","2","1.555","0.739332103","8676","6050.0","140","30","143","2.569","8676","3974","21853","46.56","2.38","6.0 - 6.1 s","0.48651452282157676","0.45315339567370433","5"
"article","Desktop","0","6200","5037.597712827","4153","2.133","1","1","2","1.602","0.736271603","8408","6150.0","185","32","160","2.656","8408","3789","21715","46.08","2.67","6.1 - 6.2 s","0.49393434823977167","0.45315339567370433","5"
"article","Desktop","0","6300","5095.914643652","4016","2.108","1","1","2","1.562","0.736596396","8137","6252.0","157","32","158","2.602","8137","3711","20636","46.5","2.63","6.2 - 6.3 s","0.49354799065994837","0.45315339567370433","5"
"article","Desktop","0","6400","5195.434424308","3729","2.142","1","1","2","1.543","0.739936354","7695","6350.0","152","33","156","2.581","7695","3536","19350","46.88","2.6","6.3 - 6.4 s","0.48460038986354775","0.45315339567370433","5"
"article","Desktop","0","6500","5233.913503829","3569","2.159","1","1","2","1.596","0.745181666","7474","6450.0","165","33","165","2.628","7474","3488","19086","47.72","2.75","6.4 - 6.5 s","0.47752207653197754","0.45315339567370433","5"
"article","Desktop","0","6600","5403.794764077","3455","2.169","1","1","2","1.58","0.746717131","7311","6550.0","163","33","161","2.605","7311","3412","18592","47.73","2.68","6.5 - 6.6 s","0.4725755710573109","0.45315339567370433","5"
"article","Desktop","0","6700","5468.301148985","3263","2.079","1","1","2","1.529","0.745209239","6895","6650.0","149","31","151","2.513","6895","3275","16820","48.55","2.52","6.6 - 6.7 s","0.4732414793328499","0.45315339567370433","5"
"article","Desktop","0","6800","5548.383317659","3210","2.115","1","1","2","1.589","0.748034563","6801","6751.0","147","33","160","2.587","6801","3194","17066","48.0","2.67","6.7 - 6.8 s","0.47198941332157035","0.45315339567370433","5"
"article","Desktop","0","6900","5582.501658992","3060","2.186","1","1","2","1.593","0.746620612","6453","6850.0","154","32","164","2.63","6453","3041","16504","48.28","2.73","6.8 - 6.9 s","0.47419804741980476","0.45315339567370433","5"
"article","Desktop","0","7000","5743.989047064","2847","2.172","1","1","2","1.563","0.753244269","6178","6950.0","131","33","153","2.564","6178","2988","15437","49.41","2.55","6.9 - 7.0 s","0.4608287471673681","0.45315339567370433","5"
"article","Desktop","0","7100","5773.709081925","2795","2.115","1","1","2","1.529","0.74928669","5992","7050.0","113","32","153","2.516","5992","2872","14712","48.85","2.55","7.0 - 7.1 s","0.46645527369826434","0.45315339567370433","5"
"article","Desktop","0","7200","5897.182517089","2634","2.217","1","1","2","1.574","0.757096362","5793","7150.0","126","34","167","2.582","5793","2835","14582","50.03","2.78","7.1 - 7.2 s","0.4546866908337649","0.45315339567370433","5"
"article","Desktop","0","7300","5894.187183052","2608","2.102","1","1","2","1.497","0.748582715","5561","7249.0","114","31","145","2.483","5561","2687","13516","49.33","2.42","7.2 - 7.3 s","0.4689803992087754","0.45315339567370433","5"
"article","Desktop","0","7400","5947.096793909","2491","2.267","1","1","2","1.539","0.745061951","5339","7350.0","119","33","164","2.597","5339","2579","13460","49.41","2.73","7.3 - 7.4 s","0.46656677280389586","0.45315339567370433","5"
"article","Desktop","0","7500","6141.669946056","2383","2.1","1","1","2","1.509","0.753280011","5225","7450.0","96","33","143","2.467","5225","2562","12569","49.95","2.38","7.4 - 7.5 s","0.45607655502392347","0.45315339567370433","5"
"article","Desktop","0","7600","6085.768869474","2349","2.147","1","1","2","1.552","0.752527896","5096","7549.0","108","34","169","2.542","5096","2490","12628","49.92","2.82","7.5 - 7.6 s","0.4609497645211931","0.45315339567370433","5"
"article","Desktop","0","7700","6288.845757131","2219","2.149","1","1","2","1.569","0.759538739","4963","7651.0","108","30","146","2.53","4963","2455","12191","50.57","2.43","7.6 - 7.7 s","0.44710860366713684","0.45315339567370433","5"
"article","Desktop","0","7800","6325.138117874","2134","2.107","1","1","2","1.556","0.759561739","4778","7751.0","102","34","162","2.497","4778","2367","11615","50.62","2.7","7.7 - 7.8 s","0.44663038928421933","0.45315339567370433","5"
"article","Desktop","0","7900","6470.196773755","2028","2.193","1","1","2","1.563","0.760019787","4528","7850.0","103","35","172","2.546","4528","2255","11207","50.96","2.87","7.8 - 7.9 s","0.44787985865724383","0.45315339567370433","5"
"article","Desktop","0","8000","6511.427420948","2022","2.077","1","1","2","1.563","0.767481828","4628","7949.0","76","32","154","2.471","4628","2337","11209","51.34","2.57","7.9 - 8.0 s","0.4369057908383751","0.45315339567370433","5"
"article","Desktop","0","8100","6604.618281054","1919","2.218","1","1","2","1.537","0.763695316","4395","8049.0","98","33","158","2.506","4395","2239","10751","52.11","2.63","8.0 - 8.1 s","0.4366325369738339","0.45315339567370433","5"
"article","Desktop","0","8200","6730.997099764","1852","2.113","1","1","2","1.571","0.772220503","4323","8150.0","96","33","151","2.476","4323","2237","10419","52.92","2.52","8.1 - 8.2 s","0.42840619939856583","0.45315339567370433","5"
"article","Desktop","0","8300","6802.145869148","1780","2.189","1","1","2","1.561","0.770338396","4172","8251.0","94","36","175","2.495","4172","2147","10154","52.65","2.92","8.2 - 8.3 s","0.42665388302972196","0.45315339567370433","5"
"article","Desktop","0","8400","6838.434856729","1757","2.111","1","1","2","1.539","0.767162725","4028","8350.0","98","33","151","2.46","4028","2063","9616","52.49","2.52","8.3 - 8.4 s","0.4361966236345581","0.45315339567370433","5"
"article","Desktop","0","8500","6908.802732539","1685","2.121","1","1","2","1.54","0.770829534","3938","8452.0","98","35","164","2.448","3938","2038","9337","53.07","2.73","8.4 - 8.5 s","0.4278821736922296","0.45315339567370433","5"
"article","Desktop","0","8600","7006.229031955","1628","2.267","1","1","2","1.543","0.768374045","3800","8551.0","82","37","171","2.515","3800","1961","9273","52.74","2.85","8.5 - 8.6 s","0.4284210526315789","0.45315339567370433","5"
"article","Desktop","0","8700","7045.138270576","1618","2.171","1","1","2","1.571","0.768291445","3726","8651.0","91","35","162","2.515","3726","1897","9067","52.19","2.7","8.6 - 8.7 s","0.4342458400429415","0.45315339567370433","5"
"article","Desktop","0","8800","7257.303306963","1513","2.121","1","1","2","1.519","0.772582449","3571","8750.0","64","37","164","2.418","3571","1872","8439","53.38","2.73","8.7 - 8.8 s","0.4236908429011481","0.45315339567370433","5"
"article","Desktop","0","8900","7294.743787992","1471","2.232","1","1","2","1.546","0.772052731","3485","8850.0","82","34","159","2.488","3485","1829","8403","53.75","2.65","8.8 - 8.9 s","0.42209469153515067","0.45315339567370433","5"
"article","Desktop","0","9000","7310.54549313","1397","2.274","1","1","2","1.555","0.778506709","3418","8950.0","58","33","159","2.485","3418","1834","8269","54.58","2.65","8.9 - 9.0 s","0.40871854885898184","0.45315339567370433","5"
"article","Desktop","0","9100","7449.098069856","1330","2.202","1","1","2","1.568","0.776639361","3221","9050.0","78","36","169","2.477","3221","1690","7769","53.77","2.82","9.0 - 9.1 s","0.41291524371313254","0.45315339567370433","5"
"article","Desktop","0","9200","7527.087566646","1362","2.209","1","1","2","1.572","0.772852289","3201","9150.0","71","37","171","2.513","3201","1673","7780","53.45","2.85","9.1 - 9.2 s","0.42549203373945643","0.45315339567370433","5"
"article","Desktop","0","9300","7660.3815423","1270","2.174","1","1","2","1.609","0.782890663","3125","9249.0","85","31","146","2.493","3125","1677","7523","55.16","2.43","9.2 - 9.3 s","0.4064","0.45315339567370433","5"
"article","Desktop","0","9400","7636.833639011","1316","2.256","1","1","2","1.523","0.767890708","3112","9350.0","70","34","156","2.478","3112","1624","7511","53.39","2.6","9.3 - 9.4 s","0.42287917737789205","0.45315339567370433","5"
"article","Desktop","0","9500","7649.533731943","1310","2.257","1","1","2","1.622","0.770365394","3070","9450.0","79","36","167","2.585","3070","1583","7686","52.93","2.78","9.4 - 9.5 s","0.42671009771986973","0.45315339567370433","5"
"article","Desktop","0","9600","7976.216132597","1132","2.409","1","1","2","1.509","0.786344622","2910","9549.0","67","33","153","2.447","2910","1609","6917","56.6","2.55","9.5 - 9.6 s","0.38900343642611684","0.45315339567370433","5"
"article","Desktop","0","9700","8110.032506144","1149","2.321","1","1","2","1.504","0.775906206","2824","9650.0","63","35","165","2.449","2824","1512","6755","54.76","2.75","9.6 - 9.7 s","0.4068696883852691","0.45315339567370433","5"
"article","Desktop","0","9800","8006.719435884","1111","2.304","1","1","2","1.636","0.77718094","2701","9750.0","76","35","170","2.584","2701","1423","6756","54.21","2.83","9.7 - 9.8 s","0.4113291373565346","0.45315339567370433","5"
"article","Desktop","0","9900","8149.35115483","1078","2.222","1","1","2","1.464","0.781613575","2713","9852.0","60","37","158","2.347","2713","1467","6210","55.3","2.63","9.8 - 9.9 s","0.3973461113158865","0.45315339567370433","5"
"article","Desktop","0","10000","8247.529321545","973","2.388","1","1","3","1.547","0.796134064","2603","9949.0","54","34","171","2.44","2603","1492","6159","58.53","2.85","9.9 - 10.0 s","0.37379946215904725","0.45315339567370433","5"
"article","Desktop","0","10100","8354.698198903","1028","2.13","1","1","2","1.502","0.786835681","2553","10052.0","67","37","165","2.36","2553","1403","6774","56.44","2.75","10.0 - 10.1 s","0.4026635330983157","0.45315339567370433","5"
"article","Desktop","0","10200","8379.215765573","968","2.328","1","1","2","1.498","0.792039692","2533","10150.0","53","32","141","2.388","2533","1432","5869","57.74","2.35","10.1 - 10.2 s","0.3821555467824714","0.45315339567370433","5"
"article","Desktop","0","10300","8389.092377129","927","2.367","1","1","3","1.607","0.790333681","2392","10251.0","56","35","180","2.525","2392","1341","5840","57.41","3.0","10.2 - 10.3 s","0.3875418060200669","0.45315339567370433","5"
"article","Desktop","0","10400","8464.960024178","860","2.3","1","1","2","1.566","0.79144302","2236","10350.0","43","35","167","2.45","2236","1240","5342","56.54","2.78","10.3 - 10.4 s","0.38461538461538464","0.45315339567370433","5"
"article","Desktop","0","10500","8701.823279784","847","2.134","1","1","2","1.466","0.79887291","2265","10450.0","44","35","153","2.264","2265","1300","5269","58.53","2.55","10.4 - 10.5 s","0.3739514348785872","0.45315339567370433","5"
"article","Desktop","0","10600","8703.406259006","893","2.303","1","1","2","1.578","0.795221388","2343","10549.0","66","34","153","2.456","2343","1305","5542","57.31","2.55","10.5 - 10.6 s","0.38113529662825435","0.45315339567370433","5"
"article","Desktop","0","10700","8941.616880869","850","2.234","1","1","2","1.521","0.798371068","2284","10652.0","54","35","165","2.353","2284","1316","5210","59.01","2.75","10.6 - 10.7 s","0.37215411558669004","0.45315339567370433","5"
"article","Desktop","0","10800","9005.422466948","866","2.324","1","1","2","1.536","0.788484391","2237","10749.0","43","37","159","2.436","2237","1249","5305","56.93","2.65","10.7 - 10.8 s","0.3871256146624944","0.45315339567370433","5"
"article","Desktop","0","10900","8866.957747462","851","2.269","1","1","2","1.509","0.787187593","2185","10850.0","43","37","154","2.393","2185","1205","5116","56.26","2.57","10.8 - 10.9 s","0.3894736842105263","0.45315339567370433","5"
"article","Desktop","0","11000","9234.956483063","808","2.438","1","1","3","1.519","0.789201792","2096","10950.0","55","36","165","2.459","2096","1167","4996","57.18","2.75","10.9 - 11.0 s","0.38549618320610685","0.45315339567370433","5"
"article","Desktop","0","11100","9107.026353569","776","2.47","1","1","3","1.525","0.792473522","2066","11050.0","48","35","165","2.453","2066","1186","4947","58.77","2.75","11.0 - 11.1 s","0.37560503388189737","0.45315339567370433","5"
"article","Desktop","0","11200","9144.630405958","779","2.505","1","1","3","1.639","0.794708949","2042","11152.0","69","37","180","2.595","2042","1135","5102","57.53","3.0","11.1 - 11.2 s","0.38148873653281096","0.45315339567370433","5"
"article","Desktop","0","11300","9519.813766973","705","2.272","1","1","2","1.517","0.810063901","2000","11250.0","40","36","157","2.318","2000","1187","4529","60.56","2.62","11.2 - 11.3 s","0.3525","0.45315339567370433","5"
"article","Desktop","0","11400","9303.41644134","797","2.53","1","1","3","1.615","0.7871596","2031","11352.0","52","36","193","2.609","2031","1130","5141","57.1","3.22","11.3 - 11.4 s","0.39241752831117677","0.45315339567370433","5"
"article","Desktop","0","11500","9475.155993187","762","2.203","1","1","2","1.522","0.790654179","1972","11450.0","51","39","163","2.374","1972","1113","4514","57.94","2.72","11.4 - 11.5 s","0.38640973630831643","0.45315339567370433","5"
"article","Desktop","0","11600","9593.808204187","739","2.139","1","1","2","1.523","0.798036641","1974","11550.0","54","36","152","2.324","1974","1119","4456","58.28","2.53","11.5 - 11.6 s","0.37436676798378926","0.45315339567370433","5"
"article","Desktop","0","11700","9478.774562287","741","2.246","1","1","3","1.584","0.791184727","1913","11650.0","48","36","167","2.455","1913","1057","4552","56.68","2.78","11.6 - 11.7 s","0.3873497124934658","0.45315339567370433","5"
"article","Desktop","0","11800","9683.267923109","683","2.373","1","1","3","1.549","0.806246885","1913","11750.0","39","34","144","2.397","1913","1107","4462","59.07","2.4","11.7 - 11.8 s","0.35703084161003656","0.45315339567370433","5"
"article","Desktop","0","11900","9823.927184815","678","2.405","1","1","2","1.505","0.79880861","1856","11852.0","43","40","196","2.384","1856","1081","4266","59.62","3.27","11.8 - 11.9 s","0.36530172413793105","0.45315339567370433","5"
"article","Desktop","0","12000","9966.24142271","624","2.331","1","1","2","1.49","0.804560783","1740","11951.5","43","39","178","2.327","1740","1018","3941","59.99","2.97","11.9 - 12.0 s","0.3586206896551724","0.45315339567370433","5"
"article","Desktop","0","12100","9899.499679447","643","2.259","1","1","3","1.48","0.799291898","1749","12050.0","27","37","146","2.311","1749","1021","3945","59.29","2.43","12.0 - 12.1 s","0.3676386506575186","0.45315339567370433","5"
"article","Desktop","0","12200","10026.917991273","568","2.397","1","1","3","1.538","0.816049799","1678","12150.0","46","36","164","2.35","1678","1008","3802","61.76","2.73","12.1 - 12.2 s","0.33849821215733017","0.45315339567370433","5"
