DEVICETYPENAME,JS_SIZE,TTI,FREQ
Mobile,2260000,12055.500,288
Desktop,8640000,8371.000,287
Desktop,3250000,6148.000,287
Desktop,5780000,6655.500,286
Desktop,4420000,7873.500,284
Mobile,2310000,13010.500,284
Mobile,2660000,17129.500,282
Desktop,3460000,6978.000,281
Desktop,3440000,9029.500,280
Desktop,3660000,6057.000,280
Desktop,4010000,9819.000,277
Desktop,4140000,9514.000,276
Desktop,3600000,6999.000,275
Desktop,4600000,6728.000,273
Mobile,1700000,13120.000,273
Desktop,4190000,8310.500,272
Desktop,4360000,9203.000,272
Tablet,1780000,12134.000,269
Tablet,1470000,12781.000,269
Desktop,3270000,7307.000,268
Desktop,8330000,7076.000,266
Desktop,3680000,7465.500,264
Desktop,3710000,6993.000,263
Tablet,2010000,14755.000,262
Desktop,3820000,8785.500,262
Mobile,2680000,18800.000,261
Desktop,3770000,8054.000,261
Tablet,1890000,15657.000,259
Desktop,4020000,11464.000,256
Desktop,4170000,10868.500,254
Tablet,1370000,13042.000,253
Mobile,2220000,13031.000,251
Tablet,1410000,17904.000,249
Desktop,4480000,7939.000,239
Desktop,8670000,8646.000,239
Desktop,3370000,6985.000,237
Desktop,4060000,5574.000,234
Mobile,2560000,15926.000,234
Desktop,3300000,7481.000,233
Mobile,2520000,16835.000,231
Mobile,2420000,13939.000,230
Desktop,8700000,9355.000,229
Desktop,3720000,7069.500,228
Desktop,4400000,8321.000,227
Desktop,3480000,5913.000,226
Desktop,4240000,8034.000,224
Desktop,8120000,7071.000,223
Desktop,4180000,9962.000,218
Tablet,1790000,14046.500,218
Desktop,4670000,7286.000,216
Mobile,2490000,17332.000,216
Mobile,2670000,17003.000,215
Tablet,1580000,13091.500,214
Desktop,3650000,6595.000,213
Desktop,8340000,7140.000,211
Desktop,3380000,7949.000,210
Mobile,2380000,13686.000,208
Mobile,2370000,12906.000,206
Desktop,8650000,8902.000,205
Mobile,2410000,13297.000,205
Desktop,3860000,9398.000,203
Tablet,2120000,17037.000,201
Tablet,1770000,12512.000,200
Tablet,1870000,15114.000,200
Desktop,8290000,6995.000,199
Tablet,1490000,11694.000,198
Desktop,3690000,6796.000,197
Tablet,2110000,18191.500,196
Desktop,4030000,10837.000,195
Desktop,4620000,6632.000,194
Desktop,8690000,9090.500,192
Desktop,3310000,6876.000,191
Mobile,2810000,23383.000,189
Desktop,3420000,6539.000,189
Desktop,8680000,9113.500,186
Desktop,3330000,8074.000,185
Desktop,8660000,8250.000,184
Desktop,4090000,6157.500,184
Desktop,8300000,7126.500,184
Desktop,8080000,7330.000,181
Desktop,6020000,9871.000,180
Tablet,1430000,18863.500,178
Tablet,1380000,15723.000,177
Desktop,3430000,7931.000,177
Mobile,2400000,11015.000,177
Mobile,2780000,12334.500,176
Mobile,2590000,16410.500,174
Desktop,3700000,7346.000,173
Mobile,2330000,11813.000,171
Tablet,1460000,11077.000,170
Mobile,2390000,12545.000,169
Desktop,8110000,7090.000,168
Desktop,4270000,9711.000,167
Mobile,2800000,16012.000,163
Desktop,8380000,6110.000,163
Desktop,3760000,7135.000,159
Desktop,4040000,10885.000,159
Tablet,1480000,16120.000,159
Desktop,8090000,6906.000,158
Tablet,1450000,13730.500,158
Desktop,4260000,9398.000,157
Desktop,4660000,6964.000,156
Tablet,1360000,18120.500,156
Desktop,8630000,8073.000,156
Mobile,2440000,14463.000,154
Desktop,8390000,6515.500,152
Mobile,2610000,18675.000,151
Desktop,4930000,7814.000,149
Mobile,2470000,15744.000,147
Tablet,2870000,29902.000,146
Mobile,3710000,16199.000,145
Mobile,2820000,20554.500,144
Desktop,3730000,6574.000,143
Desktop,3870000,7387.000,143
Desktop,5950000,6516.000,143
Tablet,2020000,15744.000,143
Desktop,6000000,7180.000,142
Desktop,4800000,7740.000,141
Mobile,2510000,21228.000,141
Desktop,4820000,8527.000,141
Tablet,2030000,15429.000,140
Tablet,2040000,15018.500,140
Tablet,2130000,18473.500,140
Desktop,3830000,9735.000,139
Desktop,3740000,6063.000,138
Mobile,2350000,13225.000,138
Tablet,2860000,28504.000,138
Mobile,2790000,15797.000,137
Desktop,8710000,9661.000,137
Mobile,2450000,14288.000,134
Mobile,2340000,15929.000,134
Mobile,3460000,16157.000,134
Tablet,1810000,13190.000,133
Desktop,3880000,8167.000,133
Mobile,4080000,5018.000,133
Mobile,2430000,14970.000,131
Mobile,2840000,18204.000,130
Desktop,4680000,7850.000,129
Desktop,8440000,7467.000,128
Desktop,4250000,9215.500,128
Desktop,8460000,7919.000,128
Tablet,2050000,15659.000,127
Desktop,3910000,6289.000,127
Desktop,8130000,7359.500,126
Tablet,2760000,30354.500,126
Mobile,2920000,11639.000,125
Desktop,4210000,8757.000,124
Desktop,4810000,6726.000,123
Mobile,2830000,22806.000,123
Desktop,3750000,6407.000,121
Desktop,4830000,8615.000,118
Desktop,5570000,7258.500,118
Desktop,7650000,2867.000,118
Tablet,1510000,16584.000,117
Desktop,3970000,9516.000,117
Tablet,1390000,18902.000,117
Tablet,1820000,10375.000,116
Tablet,1800000,13690.000,114
Desktop,8720000,9453.000,114
Desktop,4540000,6235.000,113
Tablet,2730000,20344.000,113
Desktop,5660000,6114.500,112
Desktop,5720000,6070.000,112
Desktop,8150000,6887.000,111
Desktop,8140000,7580.500,110
Desktop,8430000,7604.000,109
Desktop,4050000,10265.000,109
Mobile,2500000,16857.000,109
Mobile,2360000,12854.500,108
Desktop,3890000,7205.500,108
Tablet,2060000,17062.500,108
Desktop,8480000,8051.000,107
Tablet,2740000,28257.000,107
Desktop,5560000,5633.500,106
Desktop,8490000,9091.000,106
Desktop,3930000,7821.000,106
Desktop,8100000,6527.000,105
Tablet,2100000,16257.000,105
Desktop,5930000,6448.000,105
Mobile,3120000,11092.500,104
Desktop,8470000,8051.000,103
Desktop,5790000,6162.000,103
Desktop,5910000,6483.000,102
Desktop,4410000,8797.000,102
Desktop,3960000,10148.000,101
Desktop,8020000,6914.000,100
Desktop,6070000,8910.000,100
Tablet,1750000,44548.000,99
Mobile,2940000,9878.000,97
Desktop,5060000,15709.000,97
Mobile,2930000,13372.000,96
Desktop,3950000,9333.500,96
Desktop,8730000,11066.500,94
Desktop,8510000,8822.000,94
Desktop,8450000,7047.500,92
Desktop,9230000,14159.000,91
Desktop,5210000,5318.000,91
Desktop,3920000,6119.000,91
Tablet,1760000,10991.000,89
Desktop,5990000,8907.000,89
Mobile,3070000,10245.000,88
Desktop,4860000,7585.500,86
Mobile,3410000,5706.000,86
Tablet,2140000,20640.000,85
Desktop,8160000,7566.000,85
Desktop,8530000,8378.500,84
Desktop,5820000,8982.500,84
Tablet,1500000,16095.000,83
Desktop,4510000,8414.000,83
Desktop,8500000,7990.000,83
Mobile,2980000,14954.000,83
Desktop,4690000,8074.000,82
Tablet,2070000,18209.000,82
Desktop,4520000,9079.000,81
Tablet,2080000,19449.000,81
Desktop,4530000,6538.000,80
Desktop,8180000,6855.000,79
Desktop,5940000,6480.000,79
,90000,7374.000,79
Desktop,5640000,4600.500,78
Desktop,3900000,7605.000,77
Mobile,2990000,8167.500,76
Desktop,8560000,8187.000,76
Desktop,6030000,10806.000,75
Desktop,8190000,6930.000,75
Desktop,8610000,7580.000,75
Desktop,8210000,7145.000,75
Desktop,4730000,8059.000,74
Desktop,3940000,10659.000,74
,30000,7071.000,73
Desktop,9190000,9947.000,73
Mobile,2890000,18672.000,73
Mobile,3720000,13469.000,72
Desktop,5870000,7481.000,72
Mobile,3000000,11962.000,71
Desktop,8750000,10213.000,71
,110000,6823.000,71
Tablet,1730000,25029.000,71
Desktop,8060000,6625.500,70
Tablet,2090000,17694.000,69
Mobile,2950000,11442.000,69
Desktop,8740000,9997.000,69
Desktop,4850000,8203.000,67
Desktop,4700000,7673.000,67
Mobile,3020000,11851.000,67
Mobile,2960000,13837.000,66
,60000,7685.500,66
Desktop,6400000,5794.500,66
Desktop,6040000,10179.000,66
Desktop,4550000,6444.000,65
Desktop,8400000,6863.000,65
Tablet,2750000,24254.000,65
,20000,7309.000,64
Tablet,2550000,26174.500,64
Desktop,9170000,14741.500,64
Mobile,3110000,11491.500,64
Mobile,4060000,4066.000,63
,70000,7660.000,63
Mobile,2970000,9534.000,63
Desktop,5550000,4807.000,62
Desktop,5360000,10057.000,61
Desktop,8260000,7378.000,61
Desktop,8030000,8157.000,61
,40000,6851.000,61
Desktop,5500000,7295.000,60
Desktop,5470000,5926.000,60
,80000,7696.000,60
Tablet,1720000,14261.000,59
Desktop,8620000,9627.000,59
Mobile,2910000,19424.000,59
Desktop,8420000,7372.000,59
Desktop,5650000,5163.000,59
Tablet,2150000,18217.000,58
Tablet,1640000,12213.000,58
Desktop,8540000,8599.500,58
,100000,7617.500,58
Mobile,3150000,9188.500,58
Desktop,8770000,11516.000,56
Desktop,8520000,7798.500,56
Tablet,2530000,24838.000,55
Tablet,1660000,15622.000,55
,120000,7650.000,55
Mobile,3700000,13742.000,55
Desktop,5580000,6628.000,54
Desktop,8580000,8891.000,54
Desktop,5510000,6638.000,54
Tablet,2880000,24574.000,53
Desktop,9140000,12404.000,53
Desktop,8760000,9855.000,53
Desktop,5520000,7272.000,53
Desktop,8170000,7406.000,52
Desktop,5480000,6820.000,52
Desktop,5880000,6026.500,52
Desktop,4840000,10558.500,52
Tablet,2300000,11263.000,51
Desktop,5010000,5612.000,51
Desktop,8570000,8023.000,51
,50000,7415.000,51
Desktop,5000000,8694.000,51
Desktop,7440000,4160.000,50
Desktop,8840000,8759.000,50
Desktop,8800000,7895.000,50
Tablet,2200000,7233.000,49
Desktop,8550000,7843.000,49
Desktop,8250000,7145.000,48
Desktop,4720000,7739.000,48
Tablet,3460000,15795.000,48
Mobile,4230000,21459.500,48
Desktop,9740000,16472.000,47
Tablet,1630000,12166.000,47
Desktop,6430000,9271.000,47
Desktop,5260000,5228.000,47
Desktop,5540000,6863.000,47
Tablet,1650000,14761.500,46
Mobile,2900000,12556.500,46
Mobile,3080000,9625.000,45
Desktop,4950000,9163.500,44
Desktop,8790000,13461.000,43
Tablet,1600000,18935.000,43
Mobile,3670000,8059.000,43
Mobile,3040000,13694.000,43
Desktop,7340000,4741.000,43
Desktop,5840000,7530.000,43
Desktop,5670000,4167.000,43
Mobile,3030000,15974.000,43
,170000,7996.500,42
,10000,7332.000,42
Tablet,2290000,10722.000,42
Desktop,4560000,8622.500,42
,140000,6569.000,41
Tablet,2850000,23276.000,41
Tablet,1740000,12548.000,41
Mobile,3390000,6438.000,41
,130000,8368.000,41
Desktop,4910000,7448.000,41
Desktop,8370000,6736.000,40
,0,7898.000,40
Mobile,3090000,13308.000,40
Desktop,10090000,15915.000,39
Desktop,8900000,10491.000,39
Mobile,3060000,19778.000,39
Tablet,2370000,10388.000,39
Desktop,4740000,7599.000,39
Desktop,6420000,5908.000,39
Desktop,5110000,7452.000,39
Mobile,3130000,16232.000,39
Desktop,5680000,5992.500,38
Desktop,7410000,6596.500,38
Mobile,3050000,12226.500,38
Tablet,2470000,17636.000,38
Desktop,8600000,9319.500,38
Mobile,3010000,12104.000,38
Desktop,6090000,8180.000,38
Desktop,5350000,7381.500,38
Mobile,4070000,8331.000,37
Desktop,4580000,7278.000,37
Tablet,2810000,27850.000,37
Desktop,5830000,6903.000,37
Desktop,5900000,8633.000,37
Desktop,6060000,8665.000,37
Desktop,5330000,6917.500,36
Desktop,5300000,9771.500,36
Desktop,4960000,10310.000,36
Desktop,9750000,18045.500,36
Desktop,10110000,17135.500,36
Desktop,8590000,7528.500,36
Tablet,2630000,24606.000,36
Mobile,3660000,13385.000,35
Mobile,4300000,7903.000,35
Desktop,5380000,5349.000,35
Desktop,6410000,6638.000,35
Desktop,5710000,5779.000,35
Desktop,8050000,8489.000,35
Mobile,3100000,13764.000,35
Desktop,10100000,15149.000,35
Desktop,4790000,6459.000,35
,160000,8552.000,35
Mobile,3160000,11812.000,35
Desktop,5590000,6360.500,34
Desktop,8230000,7316.000,34
Tablet,2600000,30278.000,34
Desktop,9500000,10782.000,34
Desktop,9580000,11632.500,34
Tablet,2320000,14719.000,34
Mobile,3840000,6850.000,34
Desktop,8220000,7913.000,33
Mobile,5110000,7915.000,33
Mobile,3650000,9461.000,33
Mobile,4090000,4993.000,33
Desktop,5370000,8129.000,33
Desktop,5620000,7464.000,33
Mobile,3300000,19193.000,33
Desktop,9560000,11252.000,33
Tablet,2460000,21967.000,33
Desktop,5490000,5805.000,32
Desktop,8950000,10077.500,32
Desktop,4570000,6533.500,32
Desktop,8810000,8302.500,32
Mobile,3260000,10863.000,32
Desktop,6080000,11229.500,32
Desktop,8780000,10539.000,31
Mobile,3370000,14723.000,31
Desktop,4590000,7366.000,31
Desktop,5890000,5673.000,31
Mobile,3640000,12696.000,31
Desktop,8880000,9469.000,31
Desktop,8240000,7308.000,31
Mobile,3230000,11057.000,31
Desktop,5100000,8689.000,31
Mobile,3180000,19032.000,31
Desktop,5080000,4524.000,31
Desktop,8920000,10942.000,30
Mobile,3140000,14665.500,30
,150000,8601.500,30
Tablet,2180000,18896.000,29
Tablet,2540000,22477.000,29
Desktop,6120000,6642.000,29
Tablet,2310000,8858.000,29
Tablet,2170000,25040.000,29
Desktop,5120000,7762.000,29
Tablet,2190000,14487.000,28
Desktop,4940000,6801.000,28
Desktop,8830000,10557.500,28
Desktop,4870000,7039.500,28
Desktop,5400000,7406.000,28
Desktop,4990000,8110.000,28
Tablet,1620000,14652.500,28
Mobile,3190000,13122.500,28
Desktop,8930000,8265.500,28
Desktop,4770000,8248.000,28
Desktop,8820000,9549.000,27
Desktop,7980000,7198.000,27
Desktop,7420000,4722.000,27
Desktop,9490000,11881.000,27
Desktop,8870000,10761.000,27
Desktop,8940000,10288.000,27
,180000,8275.500,26
Desktop,8850000,10970.000,26
Desktop,9130000,13402.500,26
Mobile,3680000,10087.500,26
Desktop,5860000,5813.500,26
Mobile,3560000,15227.000,25
Tablet,2160000,24806.000,25
Tablet,2770000,17861.000,25
Desktop,4710000,9991.000,25
Desktop,5130000,8265.000,25
Desktop,5700000,6119.000,25
Desktop,7970000,5393.000,25
Desktop,5200000,6776.000,25
Mobile,3170000,22834.500,24
Desktop,8890000,11188.500,24
Desktop,5050000,9585.500,24
Desktop,4920000,8715.000,24
Desktop,8040000,6045.000,23
Desktop,8010000,6789.000,23
Mobile,3200000,17884.000,23
Mobile,4310000,7118.000,23
Desktop,5070000,7079.000,23
Mobile,3400000,12771.000,23
Desktop,8910000,6545.000,23
Desktop,5180000,7921.000,23
Desktop,5230000,5307.000,23
Tablet,2480000,22837.000,23
Desktop,5530000,7779.000,23
Desktop,5020000,6524.000,23
Mobile,3450000,11496.000,22
Tablet,2380000,16726.500,22
Mobile,3420000,10971.000,22
Mobile,3810000,7356.000,22
Desktop,7330000,5055.500,22
Tablet,1610000,13266.500,22
Desktop,5440000,4216.000,22
Tablet,2270000,18540.500,22
Mobile,3240000,6411.500,22
Desktop,4970000,6909.500,22
Desktop,8860000,11358.000,21
Desktop,5140000,10757.000,21
Desktop,5690000,6907.000,21
Mobile,4370000,8116.000,21
,190000,7380.000,21
Desktop,5450000,6777.000,21
Desktop,5630000,5121.000,21
Desktop,4900000,6602.000,21
Desktop,7990000,5739.000,21
Desktop,5460000,7426.000,21
Desktop,8960000,11205.500,20
Desktop,8200000,8003.000,20
Mobile,4290000,9792.500,20
Mobile,3630000,11421.500,20
Tablet,2390000,17949.000,20
Mobile,5800000,15013.000,20
Tablet,2450000,16220.000,20
Desktop,4880000,7303.000,20
Desktop,5320000,8232.500,20
Desktop,7930000,3732.500,20
Desktop,5850000,7619.500,20
Desktop,5270000,3529.500,20
Desktop,6100000,7728.000,20
Desktop,8000000,9379.500,20
,210000,7500.000,20
Desktop,9350000,8615.000,19
Desktop,9510000,12682.000,19
Desktop,5410000,6785.000,19
Tablet,2350000,15354.000,19
Tablet,2830000,28350.000,19
Tablet,2650000,21217.000,19
Tablet,2260000,15466.000,19
Tablet,2240000,21792.000,19
,200000,7564.000,19
Desktop,7780000,4274.000,19
Tablet,1670000,17628.000,19
Tablet,2210000,22406.000,19
Desktop,5610000,9561.500,18
Desktop,6050000,13316.500,18
Desktop,5150000,7332.000,18
Mobile,4320000,13033.000,18
Mobile,3350000,12936.000,18
Tablet,2660000,24809.000,18
Mobile,4390000,6734.000,17
Desktop,4750000,5918.000,17
Desktop,8970000,8387.000,17
Mobile,3470000,13585.000,17
Desktop,7590000,2809.000,17
Mobile,3250000,15964.000,17
Desktop,9570000,10654.000,17
Tablet,2580000,26452.000,17
Desktop,4760000,9499.000,17
Mobile,4200000,14690.000,17
Tablet,2430000,18560.000,17
Tablet,2330000,9961.000,17
Mobile,9750000,40387.000,17
Mobile,3290000,19225.000,17
Tablet,2780000,9845.500,16
Tablet,2280000,13570.000,16
Mobile,3210000,17535.000,16
Desktop,7360000,7295.000,16
Tablet,2420000,17995.000,16
Desktop,5310000,11854.000,16
Tablet,2620000,20637.500,16
Mobile,3820000,5246.000,16
Desktop,4980000,7753.500,16
Tablet,1710000,39688.500,16
Desktop,10130000,11315.000,16
Mobile,3330000,11266.000,16
,230000,8248.000,15
Desktop,7070000,5684.000,15
Tablet,2490000,25584.000,15
Tablet,2360000,12073.000,15
Desktop,5420000,5708.000,15
Mobile,3860000,6319.000,15
Mobile,3220000,15221.000,15
Desktop,5600000,8567.000,15
Mobile,4330000,7592.000,15
Mobile,3520000,21118.000,15
Desktop,10050000,14258.000,14
Mobile,3360000,17988.500,14
Mobile,3590000,10874.500,14
Desktop,5090000,5450.000,14
Desktop,4780000,15422.500,14
Mobile,3310000,9127.500,14
Desktop,5250000,6482.000,14
Mobile,3610000,17944.500,14
Tablet,2700000,22619.500,14
Desktop,5340000,8464.500,14
Tablet,2520000,18833.000,14
Mobile,3510000,18448.500,14
Mobile,3690000,15985.000,14
Mobile,3500000,14943.000,13
Mobile,3280000,12818.000,13
Tablet,2510000,26556.000,13
Desktop,5430000,6078.000,13
Mobile,4190000,11985.000,13
Desktop,7830000,7327.000,13
Mobile,3270000,13993.000,13
Desktop,6110000,8142.000,13
Tablet,2440000,27343.000,13
Desktop,5030000,5155.000,13
Desktop,10060000,11181.000,13
Mobile,3620000,10117.000,13
Mobile,3800000,5948.000,13
Tablet,2590000,22756.000,12
Tablet,2220000,21455.500,12
Tablet,1690000,32990.500,12
Tablet,2670000,26123.000,12
Desktop,5190000,8069.500,12
Desktop,4890000,6350.000,12
Desktop,8990000,7849.500,12
Tablet,2250000,15538.500,12
Desktop,5240000,7313.500,12
,260000,6546.000,12
,220000,7102.000,12
Mobile,3600000,17916.000,12
Desktop,5280000,7218.000,12
Mobile,3530000,12863.500,12
Mobile,5080000,6175.500,12
Tablet,2230000,16130.500,12
Desktop,5160000,9060.500,12
Mobile,3340000,11001.500,12
Desktop,7290000,16062.000,11
Mobile,3540000,15707.000,11
Mobile,3850000,7620.000,11
Tablet,2340000,12727.000,11
Desktop,7170000,10156.000,11
Mobile,3830000,7750.000,11
,250000,6508.000,11
Desktop,8980000,9196.000,11
Mobile,4340000,8038.000,11
Tablet,2790000,28779.000,11
Tablet,4080000,8583.000,11
Tablet,2570000,16210.500,10
Desktop,6140000,9252.000,10
Mobile,3740000,11812.500,10
Mobile,3320000,14029.500,10
Mobile,3550000,21748.500,10
Mobile,3790000,9663.500,10
Desktop,9010000,9261.500,10
Desktop,6530000,12649.000,10
Desktop,7610000,4523.500,10
Mobile,3570000,19191.000,9
Desktop,10030000,12634.000,9
Desktop,6610000,5489.000,9
Desktop,9090000,9293.000,9
Desktop,9370000,3327.000,9
Desktop,8410000,6089.000,9
Mobile,5960000,16539.000,9
Mobile,4280000,15202.000,9
,270000,10247.000,9
Mobile,4020000,18002.000,9
Mobile,3770000,10157.000,9
Desktop,10120000,12813.000,9
Tablet,2560000,44860.000,9
Desktop,5040000,7944.000,9
Desktop,7660000,9799.000,9
Desktop,6520000,12885.000,9
Desktop,7960000,4902.000,9
Mobile,5070000,6071.000,9
Mobile,3780000,6419.000,9
Mobile,3580000,24303.000,9
Mobile,5100000,6552.000,9
Tablet,2410000,14478.000,9
Mobile,4400000,10496.000,9
Desktop,21990000,4357.000,9
Tablet,2800000,19643.000,9
Mobile,4360000,12278.000,8
Desktop,5170000,7186.000,8
Desktop,9000000,10737.500,8
Mobile,5260000,10629.500,8
Desktop,9530000,14745.500,8
Desktop,9590000,9772.500,8
Desktop,6460000,5727.500,8
Desktop,7850000,10529.000,8
Desktop,5220000,7726.000,8
Desktop,6150000,4696.500,8
Mobile,6000000,16052.500,8
Desktop,7750000,5108.500,8
Desktop,7540000,4354.500,8
Mobile,3440000,11599.000,8
Desktop,24950000,13215.000,8
Desktop,9480000,11544.000,8
Mobile,4910000,7358.000,8
Desktop,9420000,3150.000,8
,240000,10105.000,8
Tablet,2890000,17860.000,8
Tablet,2500000,16761.500,8
Desktop,25040000,5723.000,7
Mobile,4140000,28777.000,7
Desktop,6290000,13844.000,7
Desktop,10070000,21886.000,7
Mobile,3430000,18267.000,7
Mobile,3480000,6453.000,7
Mobile,4170000,14571.000,7
Desktop,7350000,9045.000,7
Mobile,3380000,14431.000,7
Desktop,7740000,7428.000,7
Desktop,7550000,8684.000,7
Desktop,6340000,3446.000,7
Desktop,9650000,13165.000,7
Mobile,5000000,10159.000,7
Desktop,7770000,13117.000,7
Mobile,4480000,30757.000,7
Mobile,4680000,8330.000,7
Tablet,2720000,37563.000,7
Mobile,3490000,17469.000,7
Desktop,9160000,10097.000,7
Desktop,7790000,8859.000,7
Mobile,4010000,5248.000,7
Mobile,4220000,11393.000,7
Tablet,1680000,27119.000,7
Mobile,4250000,11939.000,7
Mobile,9240000,35358.000,7
Mobile,5040000,7294.000,7
Mobile,3750000,9806.000,7
Mobile,4110000,17030.000,6
Desktop,7900000,8220.500,6
Desktop,6130000,9337.500,6
Desktop,7760000,12390.000,6
Desktop,7260000,29595.000,6
Desktop,6200000,12647.500,6
Desktop,7870000,16838.500,6
Desktop,7730000,5135.500,6
Tablet,2400000,14522.000,6
Tablet,2610000,27287.000,6
Tablet,3710000,15325.500,6
Desktop,10020000,10884.500,6
Desktop,6440000,3285.500,6
Desktop,9760000,11686.000,6
Tablet,2680000,23800.000,6
Desktop,10080000,10185.000,6
Mobile,5390000,11153.000,6
Desktop,9540000,7103.000,6
Mobile,4930000,11069.000,6
Mobile,3930000,9966.500,6
Desktop,7620000,4406.000,6
Mobile,5010000,4447.500,6
Tablet,2710000,12962.500,6
Desktop,9340000,8057.000,6
Desktop,24790000,4635.500,6
Mobile,4050000,15340.500,6
Mobile,4640000,12151.500,6
Mobile,3730000,14043.500,6
Desktop,9150000,13271.500,6
Desktop,7700000,31245.000,6
Mobile,4830000,9656.000,5
Tablet,2930000,14653.000,5
Mobile,6420000,10171.000,5
Desktop,6360000,48299.000,5
Mobile,6270000,34012.000,5
Desktop,9270000,7324.000,5
Desktop,7430000,4011.000,5
Desktop,10010000,20163.000,5
Desktop,10040000,6487.000,5
Desktop,11100000,5115.000,5
Desktop,11290000,3603.000,5
Desktop,7810000,5546.000,5
Mobile,4570000,16224.000,5
Desktop,7840000,7170.000,5
Mobile,6030000,22317.000,5
Mobile,5790000,19014.000,5
Mobile,4620000,19926.000,5
Desktop,9050000,9393.000,5
Mobile,5300000,13338.000,5
Mobile,4690000,24162.000,5
Mobile,4030000,13130.000,5
Mobile,4040000,7592.000,5
Mobile,4240000,13632.000,5
,300000,6876.000,5
Mobile,5870000,23326.000,5
Desktop,7920000,7532.000,5
Tablet,2820000,20580.000,5
Desktop,7710000,7998.000,5
Mobile,3890000,11578.000,5
Desktop,9180000,9461.000,5
Desktop,9030000,12454.000,5
Mobile,4730000,16946.000,5
Desktop,6310000,22563.000,5
Desktop,6280000,10804.000,5
Desktop,5390000,6517.000,5
Tablet,2690000,31507.000,5
Desktop,6380000,7535.000,5
Tablet,1700000,27882.000,5
Mobile,6040000,20460.000,5
Desktop,6250000,6860.000,5
Desktop,7560000,4718.000,5
Desktop,24960000,9141.000,5
Mobile,4260000,7414.000,5
Desktop,9380000,4281.000,5
Desktop,11320000,9294.000,5
Mobile,4520000,7602.000,5
Mobile,4270000,7482.000,5
Mobile,8750000,13494.500,4
Desktop,6710000,14384.000,4
Mobile,5430000,9027.000,4
Mobile,6150000,6022.000,4
Mobile,6010000,18321.000,4
Mobile,6100000,28111.000,4
Desktop,24890000,3345.500,4
Mobile,3990000,12375.500,4
Desktop,9020000,6806.000,4
Mobile,4180000,7496.000,4
Mobile,6080000,12413.000,4
Mobile,6020000,15632.500,4
Mobile,4410000,21198.500,4
Desktop,6190000,5788.500,4
Desktop,7910000,8069.000,4
Mobile,3950000,18337.000,4
Mobile,3880000,17202.500,4
Desktop,24830000,6056.500,4
Desktop,9770000,13487.500,4
Mobile,6070000,18169.000,4
Desktop,9100000,9559.500,4
Desktop,7630000,150853.500,4
Mobile,4450000,18455.000,4
Mobile,6050000,15080.500,4
Desktop,9660000,8170.500,4
Desktop,11230000,5864.500,4
Desktop,24760000,5965.500,4
Desktop,10140000,19567.500,4
Mobile,4350000,21954.000,4
Desktop,9220000,6676.000,4
Desktop,5290000,3918.500,4
Mobile,10090000,22408.500,4
Mobile,4440000,12093.500,4
Desktop,6180000,8552.500,4
Desktop,6450000,2895.000,4
Mobile,5240000,10961.500,4
Desktop,7600000,4805.500,4
Tablet,3030000,24603.500,4
Desktop,7120000,7609.500,4
Desktop,9080000,9035.000,4
Mobile,7440000,10244.500,4
Mobile,4210000,8578.000,4
Desktop,9800000,8378.000,4
Mobile,4120000,24715.000,4
Mobile,5030000,6807.000,4
Desktop,7510000,31074.000,4
Desktop,6390000,5952.500,4
Mobile,3900000,13808.000,4
Desktop,7310000,9644.000,4
,290000,5068.000,4
Desktop,9240000,9493.000,4
Desktop,7690000,3419.000,4
Desktop,7370000,10281.000,4
Desktop,21890000,12677.000,3
,320000,5846.000,3
Mobile,5930000,2963.000,3
Desktop,9300000,9074.000,3
Desktop,9250000,27288.000,3
Mobile,5220000,6340.000,3
Tablet,4090000,4844.000,3
Desktop,9550000,14279.000,3
Desktop,22000000,2991.000,3
Mobile,4380000,27929.000,3
Mobile,4740000,13439.000,3
Mobile,3980000,8829.000,3
Mobile,4610000,6538.000,3
Desktop,6240000,5795.000,3
Mobile,4100000,13655.000,3
Desktop,6720000,30114.000,3
Mobile,5810000,16826.000,3
Desktop,6780000,18649.000,3
Desktop,10440000,4392.000,3
Desktop,7460000,5469.000,3
Mobile,8900000,21516.000,3
Mobile,5970000,16092.000,3
Desktop,6300000,21654.000,3
Mobile,5410000,9832.000,3
Desktop,6660000,5621.000,3
Desktop,24630000,3318.000,3
Mobile,8740000,10232.000,3
Mobile,9740000,28035.000,3
Mobile,9230000,34043.000,3
Mobile,4590000,4099.000,3
Mobile,5920000,9209.000,3
Mobile,4130000,13996.000,3
Desktop,9040000,7262.000,3
Tablet,3190000,13241.000,3
Desktop,9780000,12154.000,3
Mobile,9840000,57850.000,3
Mobile,5060000,15753.000,3
Desktop,25010000,6710.000,3
Desktop,6220000,13144.000,3
Desktop,6580000,12077.000,3
Tablet,3390000,4890.000,3
Desktop,6500000,6971.000,3
Mobile,4950000,7675.000,3
Tablet,3000000,31953.000,3
Desktop,21840000,8118.000,3
Mobile,8830000,14654.000,3
Desktop,9210000,9826.000,3
Desktop,21930000,3724.000,3
Desktop,6490000,8671.000,3
Desktop,7490000,9618.000,3
Mobile,5840000,10567.000,3
Mobile,5650000,11123.000,3
,280000,6025.000,3
Desktop,9470000,12315.000,3
Desktop,21960000,2761.000,3
Mobile,6400000,12219.000,3
Mobile,4550000,11942.000,3
Mobile,3760000,25743.000,3
Desktop,9120000,6332.000,3
Tablet,4300000,9102.000,3
Tablet,4060000,7134.000,3
