DEVICETYPENAME,DOM_SIZE,TTI,FREQ
Desktop,8690,15387.300,42028
Tablet,6770,21977.900,41934
Desktop,8700,15485.000,41921
Mobile,8340,15096.600,41887
Mobile,9240,11657.000,41831
Desktop,8880,15835.900,41752
Tablet,6100,19669.399,41720
Tablet,6730,20580.600,41559
Desktop,8940,14654.000,41441
Mobile,9500,11496.099,41430
Tablet,6140,23792.000,41289
Mobile,9400,11571.500,41216
Mobile,8420,14344.200,41169
Tablet,7620,21371.000,41051
Mobile,9210,11615.400,41017
Tablet,6780,22014.400,40773
Mobile,8100,15814.900,40622
Tablet,6820,16987.500,40476
Mobile,8090,15483.000,40410
Mobile,9260,11823.599,40375
Desktop,8870,16225.000,40335
Mobile,9880,11139.000,40229
Mobile,8590,11985.200,40014
Tablet,6790,21013.600,39973
Tablet,6060,20980.000,39873
Mobile,8170,14591.000,39849
Mobile,9890,11433.200,39769
Desktop,8860,15914.500,39766
Tablet,6170,23247.200,39765
Tablet,7600,21183.600,39718
Mobile,8390,14086.000,39587
Tablet,7610,21007.600,39388
Mobile,8160,14482.000,39387
Tablet,7340,19616.500,39306
Tablet,6080,21638.000,39191
Tablet,7410,19059.200,39119
Mobile,8380,13907.600,39065
Mobile,8750,10296.400,39064
Mobile,8370,14758.000,38957
Desktop,9030,15330.799,38610
Mobile,8500,13847.599,38275
Tablet,7520,20682.700,38174
Tablet,7420,20394.100,38074
Desktop,9080,15115.500,38016
Desktop,13890,3757.400,37997
Tablet,7400,19832.600,37952
Tablet,6070,21295.800,37793
Tablet,7310,22756.000,37742
Mobile,8680,22686.900,37658
Mobile,8400,14161.400,37647
Tablet,6090,21428.000,37581
Mobile,9900,11344.300,37528
Mobile,8560,12266.600,37435
Tablet,6830,20134.299,37430
Desktop,9210,13456.000,37361
Mobile,8190,15096.300,37248
Mobile,8430,14775.200,37168
Desktop,9200,13521.600,37109
Tablet,7390,21751.099,37020
Desktop,9090,15088.900,36952
Mobile,8610,12500.500,36916
Tablet,7590,20778.399,36915
Mobile,13880,5076.200,36789
Desktop,9040,15716.199,36705
Tablet,7320,21118.000,36699
Mobile,9930,11565.000,36628
Mobile,9910,12052.599,36615
Tablet,6130,23349.200,36454
Tablet,7580,20883.000,36441
Tablet,7300,22172.600,36385
Tablet,6120,22082.000,36356
Mobile,8180,15679.000,36341
Mobile,8930,13693.000,36261
Mobile,8740,11211.400,36057
Tablet,6110,21020.100,36000
Tablet,7240,21757.400,35959
Desktop,9190,13720.000,35917
Mobile,8520,17152.300,35808
Mobile,8620,12242.300,35808
Desktop,9100,15084.000,35746
Desktop,9070,15144.000,35641
Tablet,7120,21246.100,35620
Tablet,7180,18329.000,35577
Mobile,8570,12858.000,35556
Tablet,7230,21231.000,35461
Tablet,7540,22951.600,35454
Mobile,9940,11594.800,35413
Tablet,7330,21089.600,35275
Desktop,9110,14960.400,35157
Desktop,9230,14034.599,35038
Desktop,9120,14620.000,34861
Tablet,6870,21082.600,34858
Tablet,7630,21962.600,34845
Mobile,9950,11570.100,34820
Mobile,9130,11344.000,34732
Tablet,7560,21460.600,34639
Mobile,8440,14003.899,34608
Tablet,7570,20132.300,34568
Desktop,9180,13929.000,34391
Mobile,8810,12092.000,34371
Desktop,9050,15296.800,34345
Mobile,10180,10605.400,34337
Mobile,8550,11912.799,34333
Desktop,9370,14890.000,34286
Mobile,8640,13007.400,34227
Tablet,6860,19678.000,34211
Tablet,7290,21681.500,34126
Tablet,100,8412.600,34122
Mobile,8530,13909.000,34092
Mobile,9100,12145.500,34054
Desktop,9130,14241.800,34022
Mobile,9920,11448.000,33983
Tablet,7170,19008.400,33774
Tablet,7130,19804.400,33769
Mobile,9110,11974.400,33697
Tablet,7190,20547.000,33551
Desktop,9220,13815.200,33490
Tablet,6880,20465.600,33465
Mobile,9970,11255.000,33461
Tablet,7220,21701.800,33453
Desktop,9350,14381.000,33428
Tablet,7550,22818.000,33351
Desktop,9240,13981.000,33325
Tablet,7530,23813.000,33319
Tablet,6850,20177.800,33305
Tablet,6920,20632.500,33296
Tablet,6890,19444.600,33289
Tablet,7510,22177.800,33242
Tablet,6910,20204.800,33149
Mobile,8580,12494.299,33058
Desktop,9060,15379.900,33042
Mobile,8910,13474.400,32917
Mobile,8920,13057.800,32912
Desktop,9160,14042.800,32875
Mobile,8490,14513.200,32865
Desktop,9150,13893.000,32853
Desktop,9380,14685.499,32778
Desktop,9140,13994.600,32739
Mobile,8630,12694.900,32732
Tablet,7040,17633.000,32706
Mobile,8950,13131.000,32701
Mobile,10030,11064.000,32676
Desktop,9260,13908.199,32663
Tablet,7150,21007.500,32592
Mobile,8960,13352.800,32532
Tablet,6930,21608.400,32495
Desktop,9170,13936.500,32336
Tablet,6900,19766.000,32211
Desktop,9410,14711.400,32167
Mobile,8780,12254.899,32128
Tablet,8200,22367.100,32114
Desktop,9250,13846.900,32012
Desktop,9270,14261.000,31970
Desktop,9390,14361.900,31892
Tablet,7430,21053.600,31835
Tablet,7110,20617.199,31788
Tablet,7210,22044.000,31780
Desktop,9300,14450.000,31776
Desktop,9430,14552.800,31765
Tablet,7800,23819.000,31708
Mobile,10020,11053.600,31702
Mobile,8970,13002.400,31694
Desktop,9330,14222.299,31688
Mobile,9120,11733.800,31672
Tablet,7250,21956.800,31643
Desktop,13940,3287.000,31622
Desktop,9290,14397.400,31589
Tablet,6840,20975.199,31568
Desktop,9400,14295.200,31539
Desktop,9340,14207.000,31497
Desktop,9440,14795.000,31474
Mobile,9960,11487.799,31388
Tablet,7280,21182.499,31338
Tablet,6980,20011.400,31289
Mobile,8510,16456.000,31287
Mobile,8900,12854.200,31227
Mobile,10100,11498.000,31212
Tablet,7270,21282.000,31079
Desktop,9450,14903.000,31077
Tablet,7030,18569.900,31062
Desktop,9280,14328.000,31051
Tablet,7000,21038.000,31033
Tablet,7070,21210.600,31027
Tablet,7460,21215.000,30941
Tablet,7060,19549.000,30926
Desktop,9420,14468.000,30911
Tablet,7140,21009.800,30875
Tablet,7640,21540.000,30820
Tablet,7050,19233.000,30796
Desktop,9550,14871.600,30742
Desktop,9540,15309.200,30647
Tablet,6960,20108.000,30581
Desktop,9310,14843.100,30554
Tablet,7260,20697.500,30544
Tablet,7500,22186.600,30362
Desktop,9320,14377.600,30335
Mobile,8540,12333.700,30324
Mobile,10110,11135.000,30229
Tablet,7160,21079.000,30150
Mobile,8940,13514.300,30148
Tablet,7020,19789.000,30115
Desktop,9460,14643.800,30103
Mobile,8650,13557.000,30039
Desktop,9520,14692.500,30026
Tablet,6990,21060.800,29943
Desktop,9470,14395.499,29848
Tablet,7100,20542.800,29595
Mobile,8700,15389.400,29570
Mobile,10000,11454.000,29532
Tablet,7440,21885.000,29526
Tablet,7200,21871.700,29514
Desktop,9500,14588.200,29469
Tablet,6970,19673.400,29367
Desktop,9620,14449.400,29119
Desktop,9510,14652.000,29098
Desktop,9530,15029.900,29090
Desktop,9560,14499.599,29083
Tablet,7480,21432.000,29047
Desktop,9650,14166.000,28981
Tablet,6940,21080.000,28952
Tablet,6950,20077.000,28908
Mobile,10010,11357.899,28768
Desktop,9630,14367.500,28760
Tablet,7470,21808.200,28739
Mobile,9980,11395.000,28626
Desktop,9580,13955.200,28579
Tablet,7910,23036.200,28535
Tablet,7490,22690.000,28516
Tablet,7790,22614.900,28512
Desktop,9490,14675.900,28442
Desktop,9480,14422.500,28366
Tablet,7660,17530.900,28218
Desktop,9570,14160.800,28137
Tablet,7940,16572.800,28077
Mobile,9090,12226.000,27832
Mobile,9050,11993.000,27816
Tablet,8240,20343.600,27677
Mobile,9990,11653.000,27676
Desktop,9590,14323.000,27638
Mobile,8690,16004.200,27607
Mobile,10080,12115.000,27597
Desktop,9920,14936.000,27546
Mobile,10140,11523.200,27475
Tablet,7780,23778.200,27405
Desktop,9910,14278.900,27372
Mobile,8660,13790.000,27350
Desktop,9640,14943.700,27254
Mobile,8720,13928.000,27127
Tablet,8190,21975.200,27093
Tablet,7450,22053.799,27013
Mobile,10120,11186.000,26996
Tablet,7810,22728.800,26933
Tablet,7830,19853.000,26925
Tablet,7010,21177.000,26881
Mobile,9040,11974.600,26875
Tablet,7670,18490.000,26831
Desktop,9600,13962.000,26769
Mobile,10130,11478.100,26720
Desktop,9930,15220.800,26685
Mobile,8800,12286.000,26541
Mobile,9070,12129.000,26463
Tablet,7930,18861.000,26399
Tablet,7080,22518.000,26381
Desktop,9750,14255.500,26356
Tablet,8230,21491.600,26349
Mobile,10040,11474.000,26324
Tablet,8210,22638.300,26290
Desktop,9770,14283.200,26265
Desktop,9900,13667.000,26192
Mobile,10220,10970.599,26183
Mobile,8980,13576.900,26152
Desktop,9730,13585.200,26137
Desktop,9610,14611.000,26136
Mobile,10250,10890.700,26132
Mobile,10150,12103.800,26082
Tablet,7770,23970.500,26042
Tablet,7820,21900.600,26040
Desktop,9670,14321.700,25982
Mobile,11190,13975.400,25857
Desktop,9680,14213.400,25854
Desktop,9740,13977.800,25733
Tablet,7920,21858.100,25720
Desktop,9710,13493.000,25680
Mobile,9080,11938.000,25601
Mobile,8820,12850.400,25547
Desktop,9660,14042.600,25535
Tablet,7650,19421.600,25500
Mobile,10050,11383.700,25472
Desktop,9760,13786.400,25469
Mobile,10090,12214.500,25416
Mobile,8880,13488.700,25160
Mobile,10070,11672.800,25133
Desktop,9720,13756.999,24938
Tablet,7090,22270.200,24930
Mobile,10210,10993.599,24908
Mobile,8730,13659.700,24850
Mobile,11170,15555.000,24845
Tablet,7900,22319.800,24799
Mobile,11020,13212.599,24788
Desktop,9690,13809.900,24752
Mobile,8840,12944.400,24744
Mobile,10160,11377.199,24733
Mobile,8890,14076.600,24652
Tablet,8220,22460.000,24641
Desktop,9940,14961.000,24539
Tablet,7840,21815.700,24522
Mobile,10970,13140.000,24459
Mobile,8770,12539.200,24399
Mobile,9060,12559.100,24370
Mobile,9000,13108.600,24370
Tablet,7680,21568.200,24358
Mobile,8990,12979.000,24166
Mobile,10260,10998.000,24142
Desktop,9780,13958.199,24128
Mobile,8870,13013.700,24122
Mobile,10980,13254.500,24090
Desktop,9840,14653.100,24090
Desktop,9790,14270.199,24088
Desktop,9890,13889.200,24085
Tablet,8260,20558.100,24044
Desktop,9700,13994.000,23999
Mobile,11010,13455.400,23985
Tablet,8250,20174.000,23982
Desktop,9830,14517.399,23908
Mobile,10190,11029.000,23777
Mobile,10230,11145.300,23708
Tablet,7890,22604.200,23664
Tablet,8760,10965.400,23649
Mobile,8860,13041.600,23642
Desktop,9850,14959.899,23578
Mobile,8830,13006.800,23522
Mobile,10200,11189.000,23504
Desktop,9800,14263.200,23409
Mobile,10170,11062.200,23387
Desktop,9950,15257.199,23378
Tablet,7960,17388.100,23204
Mobile,8850,13000.300,23190
Mobile,10240,10952.800,23129
Tablet,7950,17316.000,23121
Desktop,9960,15373.900,23082
Mobile,10060,11707.400,23065
Mobile,9010,12605.000,22923
Mobile,11060,14594.000,22921
Tablet,8120,22681.400,22787
Mobile,10990,13568.400,22787
Mobile,11000,13413.200,22779
Desktop,9860,14911.700,22764
Mobile,11040,14105.200,22705
Mobile,11030,13967.600,22439
Mobile,11070,13943.200,22429
Mobile,13890,6269.599,22408
Tablet,7690,23286.600,22389
Mobile,11590,12552.800,22294
Desktop,9880,14535.800,22279
Mobile,10270,11219.800,22212
Desktop,9810,14076.000,22146
Mobile,9030,12057.800,22117
Desktop,9870,14380.000,22088
Desktop,9970,15328.000,22077
Mobile,10340,10502.300,21978
Tablet,7760,23779.000,21961
Tablet,7730,21347.400,21917
Desktop,9820,14102.000,21766
Mobile,9020,12600.000,21681
Desktop,10110,14499.000,21661
Mobile,11050,13824.800,21649
Desktop,10120,14687.000,21591
Mobile,10350,10900.400,21554
Mobile,10370,11185.000,21414
Tablet,7850,21476.000,21330
Tablet,7720,22452.300,21320
Tablet,7750,23373.800,21314
Desktop,10070,14564.400,21234
Desktop,9990,14996.500,21166
Tablet,7740,22700.599,21163
Tablet,8180,23000.800,21127
Desktop,9980,14782.900,21112
Tablet,8160,22953.600,21093
Mobile,8790,12559.500,21060
Tablet,8140,23471.200,21050
Desktop,10100,14988.000,21020
Desktop,10090,15116.800,20992
Desktop,10080,14464.600,20965
Mobile,10280,11553.000,20941
Mobile,11180,14235.500,20876
Tablet,8130,23139.900,20842
Tablet,8320,21994.899,20798
Mobile,10950,13064.400,20729
Mobile,10360,11192.800,20652
Mobile,10320,11441.000,20621
Desktop,10030,14470.700,20524
Mobile,10960,13278.200,20504
Tablet,8850,23093.900,20480
Mobile,10380,11235.000,20475
Desktop,10020,14136.700,20364
Tablet,8170,24190.000,20336
Tablet,7860,21620.000,20262
Desktop,10060,14780.000,20223
Desktop,10160,15238.500,20186
Mobile,11160,16337.600,20168
Desktop,10050,14695.100,20080
Desktop,10000,14905.000,20071
Desktop,10040,14993.100,20050
Desktop,10010,14850.599,20038
Mobile,10290,11565.000,19996
Mobile,13940,5875.400,19957
Tablet,8110,23215.600,19944
Mobile,10310,11548.000,19855
Mobile,14410,14891.400,19829
Desktop,13910,4237.200,19829
Tablet,8360,18550.900,19730
Tablet,8270,19510.400,19719
Mobile,11080,14200.700,19714
Tablet,7880,22212.000,19707
Desktop,13930,3982.600,19655
Tablet,7700,25217.600,19650
Mobile,10330,10993.000,19619
Mobile,11570,12944.899,19428
Mobile,11650,16799.800,19377
Tablet,8280,19023.199,19353
Mobile,10940,13464.200,19330
Tablet,8840,18882.100,19280
Mobile,10300,11650.400,19269
Desktop,10150,15073.600,19262
Mobile,11510,13643.000,19181
Tablet,8070,20172.000,19162
Tablet,7970,19767.800,19019
Desktop,10130,15134.500,18940
Tablet,7710,24286.399,18663
Tablet,8330,21245.100,18610
Mobile,11200,13679.000,18601
Mobile,11100,15015.300,18588
Mobile,10400,11328.000,18496
Mobile,11600,13979.000,18437
Tablet,8150,23762.500,18426
Mobile,11090,14328.800,18414
Mobile,10410,11555.900,18372
Mobile,11250,12590.000,18371
Mobile,11130,13570.000,18296
Tablet,8310,21887.500,18284
Mobile,11150,14815.500,18264
Tablet,8380,22090.200,18195
Desktop,10140,15087.000,18195
Mobile,10390,11338.000,18171
Mobile,11260,13349.000,18149
Mobile,11230,14180.200,18088
Desktop,10170,14996.800,17968
Desktop,10180,14643.600,17868
Mobile,11530,13092.800,17805
Mobile,11220,13836.200,17795
Mobile,11210,14021.800,17783
Tablet,7870,21783.900,17782
Tablet,8370,20045.900,17732
Mobile,10450,11597.900,17728
Mobile,11120,14386.100,17660
Desktop,10190,14950.700,17614
Mobile,10420,11212.200,17613
Mobile,10550,10708.000,17601
Tablet,8080,22721.600,17594
Mobile,11520,13356.600,17534
Tablet,7980,22083.800,17529
Tablet,8100,24359.299,17502
Mobile,11110,14940.700,17434
Mobile,11320,13243.000,17431
Tablet,8090,24039.600,17389
Mobile,11390,13334.300,17384
Mobile,11560,13985.800,17329
Mobile,11490,14731.500,17290
Mobile,11140,13925.600,17248
Desktop,10200,14720.400,17188
Tablet,8340,20022.099,17072
Mobile,10910,12934.000,17030
Mobile,10930,13074.600,17018
Desktop,10210,15025.100,16958
Tablet,8050,21098.000,16911
Mobile,10460,11326.000,16791
Mobile,10590,10902.000,16776
Mobile,11240,13159.100,16770
Mobile,10440,11330.700,16764
Mobile,11310,14224.000,16749
Mobile,11660,17880.400,16607
Desktop,10270,15534.999,16582
Mobile,10900,12446.000,16566
Mobile,10920,12928.800,16493
Mobile,10470,11300.400,16437
Mobile,10480,11161.999,16402
Mobile,11300,14068.000,16328
Mobile,10600,11202.000,16291
Mobile,11550,14301.700,16282
Mobile,10610,10916.900,16272
Mobile,10540,10825.000,16265
Mobile,10880,12359.800,16204
Mobile,10580,10706.600,16178
Desktop,10280,15974.200,16153
Mobile,11580,13071.800,16132
Mobile,10680,11328.400,16115
Desktop,10290,16139.000,16101
Mobile,10430,11429.800,16082
Mobile,11430,13364.300,15978
Mobile,11380,13849.000,15929
Tablet,8290,21577.800,15918
Mobile,10870,12238.000,15887
Mobile,10570,10876.000,15885
Mobile,11330,13314.600,15875
Desktop,10220,15103.500,15854
Mobile,11360,13657.600,15853
Mobile,10490,11558.000,15708
Mobile,10890,12526.500,15708
Tablet,8350,18863.800,15635
Mobile,10560,11423.300,15608
Mobile,11500,14355.399,15592
Mobile,11670,14619.400,15558
Mobile,11270,13120.400,15505
Mobile,11630,13957.600,15463
Mobile,11340,13609.400,15457
Mobile,11400,13071.000,15456
Tablet,8060,22345.200,15442
Mobile,10860,12205.999,15422
Mobile,10620,10800.499,15422
Mobile,10500,11605.600,15413
Desktop,10230,14623.700,15404
Desktop,10240,14758.000,15398
Mobile,11540,13231.000,15391
Mobile,11280,13619.200,15379
Mobile,11370,14125.699,15362
Mobile,11610,13552.500,15346
Desktop,10260,15355.600,15330
Tablet,8460,22329.800,15323
Mobile,11290,13669.800,15312
Desktop,10250,15514.799,15307
Mobile,10740,11506.000,15291
Mobile,10630,11045.100,15260
Mobile,10690,11648.000,15224
Mobile,11440,13521.800,15219
Tablet,8860,23006.400,15215
Mobile,10720,11407.000,15211
Mobile,11350,13249.800,15205
Mobile,10510,11262.400,15203
Tablet,8040,24794.200,15189
Mobile,11620,13474.400,15144
Mobile,10730,11326.000,15136
Tablet,8300,22832.500,15076
Tablet,8010,23670.000,15073
Mobile,11640,14842.400,14894
Mobile,10650,11601.500,14846
Mobile,11480,14271.500,14826
Mobile,10710,11245.200,14808
Mobile,10700,11507.800,14769
Mobile,10530,11649.399,14757
Tablet,7990,22556.500,14746
Desktop,10450,18005.800,14709
Tablet,8020,25852.600,14699
Desktop,10300,14983.000,14692
Tablet,8830,20037.999,14577
Mobile,10640,11548.500,14536
Tablet,8000,22600.600,14495
Mobile,10520,11132.700,14472
Mobile,10750,11518.200,14459
Mobile,11410,12536.799,14372
Mobile,10770,11670.500,14356
Mobile,10670,11863.800,14354
Desktop,10460,16458.000,14250
Mobile,13910,7180.600,14245
Mobile,10780,11401.900,14228
Mobile,10850,11694.700,14194
Desktop,10440,16402.199,14137
Tablet,8430,21405.000,14099
Mobile,11420,12816.200,14039
Mobile,10660,11428.400,13967
Desktop,10470,15952.799,13932
Desktop,11210,14630.000,13918
Tablet,9020,21472.400,13909
Mobile,14430,16192.300,13844
Mobile,10760,11596.000,13826
Mobile,11450,14043.000,13766
Mobile,10830,11612.599,13752
Mobile,10790,11709.800,13723
Mobile,10840,11707.400,13689
Mobile,10820,11749.000,13662
Desktop,10400,15311.200,13639
Desktop,10390,15011.400,13608
Tablet,8710,19574.000,13591
Desktop,10380,15130.500,13586
Tablet,8420,22972.600,13565
Mobile,10810,11519.200,13549
Tablet,9070,15151.600,13534
Mobile,11680,13445.000,13501
Mobile,13930,7273.200,13473
Desktop,10490,15841.300,13438
Tablet,8450,20564.600,13432
Mobile,10800,11641.500,13376
Desktop,10430,15679.399,13372
Desktop,10310,15254.500,13346
Desktop,10410,15620.400,13333
Desktop,10880,16142.200,13259
Tablet,8800,24070.500,13256
Desktop,10570,15222.700,13254
Desktop,10340,14817.600,13238
Desktop,10320,15066.600,13165
Desktop,10580,15479.400,13019
Tablet,8030,26136.400,12973
Desktop,10480,16118.800,12955
Desktop,10420,15652.000,12953
Desktop,10370,15188.400,12873
Desktop,10510,16078.399,12867
Desktop,13920,5870.900,12848
Desktop,10870,16581.700,12794
Desktop,11140,15401.000,12791
Desktop,10350,15209.600,12759
Desktop,10500,15961.000,12724
Tablet,8820,26670.000,12711
Tablet,8960,22364.700,12702
Tablet,9030,21945.200,12668
Desktop,10360,14852.400,12659
Desktop,10330,15073.600,12619
Mobile,11690,13365.600,12548
Mobile,11460,13859.200,12504
Desktop,10590,15990.500,12480
Desktop,10550,15378.100,12460
Desktop,10560,15617.100,12444
Desktop,10520,16224.400,12415
Tablet,8440,21664.400,12407
Tablet,8810,26725.500,12376
Desktop,11180,15463.500,12266
Desktop,10890,16381.500,12146
Mobile,11760,12480.100,12140
Desktop,10600,16163.400,12069
Desktop,10610,16147.800,11952
Tablet,8510,18866.000,11935
Desktop,10860,16405.400,11918
Desktop,10540,16024.299,11842
Desktop,11190,14817.000,11831
Tablet,8610,22498.000,11826
Mobile,11470,13162.500,11726
Tablet,8620,21729.000,11631
Mobile,11830,12371.600,11620
Tablet,8750,17868.800,11579
Tablet,9010,22109.600,11575
Desktop,10850,16900.200,11570
Desktop,10630,15525.000,11563
Tablet,8950,22559.800,11549
Tablet,8470,21641.800,11520
Desktop,10620,15656.200,11479
Desktop,10840,16952.600,11478
Desktop,10530,16320.000,11373
Tablet,8520,22704.000,11326
Desktop,11590,14627.500,11316
Tablet,9060,14758.000,11261
Tablet,8630,21942.700,11258
Desktop,10910,16292.800,11233
Desktop,11200,15450.600,11229
Desktop,10640,15482.100,11220
Desktop,10900,16511.400,11159
Tablet,8990,23600.600,11155
Tablet,8530,23420.599,11147
Desktop,10820,16940.600,11100
Tablet,8700,20347.100,11044
Tablet,8790,22560.300,11042
Desktop,10810,16359.800,11007
Tablet,8970,21233.400,10994
Desktop,10830,17195.000,10931
Tablet,9040,23112.999,10922
Tablet,8600,23345.900,10848
Desktop,11420,16141.800,10759
Tablet,8480,22077.100,10750
Desktop,11150,15570.500,10668
Desktop,10800,16106.300,10668
Tablet,8400,21431.199,10552
Desktop,10920,16423.199,10467
Desktop,10650,15910.300,10438
Mobile,11840,12648.899,10402
Tablet,8410,21589.000,10369
Mobile,11820,12673.500,10360
Tablet,9080,15896.500,10346
Tablet,8740,18885.000,10321
Mobile,11730,12932.000,10307
Tablet,8590,26693.500,10280
Tablet,9000,22492.900,10264
Desktop,10660,16017.500,10256
Mobile,12090,11609.200,10229
Mobile,13920,8456.600,10215
Tablet,8500,19998.000,10161
Mobile,11780,12989.400,10153
Desktop,10690,15913.500,10150
Tablet,8730,20434.100,10084
Desktop,10790,16185.600,10064
Desktop,10950,16188.400,10059
Desktop,10970,15974.000,10058
Tablet,8570,24410.599,10057
Desktop,11430,16253.600,10030
Tablet,8980,22186.200,10029
Desktop,11380,16266.199,10027
Tablet,8390,22468.000,10020
Mobile,11770,13021.400,10019
Mobile,11740,13267.000,10016
Desktop,10940,16360.000,10013
Tablet,8930,26569.600,9970
Desktop,10700,15653.600,9923
Desktop,10930,16762.000,9910
Mobile,11750,13158.199,9907
Desktop,10760,15956.000,9891
Desktop,10670,16124.199,9867
Tablet,8490,22648.599,9852
Mobile,11790,13087.600,9845
Desktop,14140,9234.599,9822
Desktop,11370,16974.400,9762
Tablet,8720,20527.200,9749
Desktop,10730,15441.700,9744
Desktop,10710,15897.100,9724
Tablet,8670,23869.000,9716
Tablet,8690,21704.400,9699
Desktop,10960,16446.200,9699
Desktop,10680,16279.599,9627
Desktop,11130,16069.800,9623
Desktop,10750,16001.500,9576
Desktop,11120,16286.000,9530
Desktop,10720,15469.900,9508
Mobile,11710,11930.100,9504
Desktop,11110,15444.399,9437
Mobile,11720,12237.700,9404
Desktop,11320,16128.000,9396
Tablet,9050,20442.800,9383
Desktop,11410,16634.800,9379
Mobile,11850,12403.600,9378
Mobile,11700,12471.999,9367
Desktop,15300,8273.399,9317
Desktop,11580,15251.000,9298
Desktop,11330,16158.000,9269
Mobile,11800,12703.000,9209
Desktop,10780,16375.700,9192
Desktop,11340,16073.200,9180
Desktop,11360,16971.200,9173
Desktop,11300,15545.800,9134
Desktop,11160,16354.700,9134
Tablet,8540,23914.400,9074
Desktop,11060,16506.000,9058
Mobile,12080,11354.400,9015
Tablet,8920,27034.400,9012
Tablet,8640,21343.000,9001
Desktop,11050,15940.000,8991
Mobile,11810,12235.200,8983
Mobile,12030,11439.000,8973
Tablet,8580,24983.500,8922
Desktop,10770,16315.700,8914
Mobile,11960,11886.800,8903
Mobile,12000,11906.400,8887
Desktop,10980,15928.600,8885
Desktop,10740,16393.400,8877
Mobile,12100,11556.200,8869
Mobile,11920,12405.999,8859
Tablet,8780,22946.000,8841
Mobile,11910,12183.600,8825
Mobile,11890,11626.800,8817
Tablet,8680,23748.600,8765
Mobile,11990,11377.700,8754
Desktop,11400,16669.000,8736
Mobile,11970,11241.000,8687
Desktop,11350,16610.600,8687
Desktop,11310,15394.100,8674
Mobile,11900,11989.600,8668
Desktop,11070,16042.400,8663
Desktop,11020,16021.199,8614
Mobile,11950,11727.300,8610
Mobile,12050,11545.400,8593
Tablet,8660,22060.700,8582
Desktop,11100,16002.000,8533
Mobile,12070,11573.199,8529
Tablet,8650,21616.000,8507
Mobile,11930,11830.600,8482
Desktop,12190,14633.100,8438
Desktop,11000,15799.600,8437
Desktop,11170,16812.300,8434
Mobile,11940,11909.700,8432
Desktop,11040,16071.200,8430
Mobile,11860,11943.200,8425
Mobile,11980,11247.800,8417
Mobile,11880,12048.200,8395
Mobile,12040,11572.400,8395
Tablet,8770,22251.000,8391
Tablet,8560,23022.000,8391
Mobile,11870,12115.400,8387
Desktop,11030,16272.400,8367
Mobile,12110,11455.400,8353
Mobile,12060,11385.800,8328
Desktop,11440,16472.000,8316
Desktop,11470,17099.399,8309
Desktop,11390,16901.800,8304
Desktop,11280,15538.000,8261
Mobile,12020,11547.000,8249
Mobile,12010,11302.900,8212
Desktop,11620,17129.000,8210
Desktop,11460,16502.000,8171
Desktop,11090,15732.200,8167
Tablet,8870,26428.600,8107
Desktop,10990,16228.000,8096
Desktop,11490,16985.800,8053
Mobile,12120,11439.400,8053
Desktop,11630,17717.700,8022
Desktop,11610,17226.100,7984
Tablet,8550,23171.000,7979
Desktop,11290,16516.500,7956
Mobile,12790,13362.000,7942
Desktop,11220,16090.900,7938
Desktop,11010,15717.000,7919
Mobile,12220,11434.500,7916
Tablet,8910,27384.200,7894
Tablet,8940,25999.200,7885
Mobile,12230,11982.200,7859
Desktop,12180,16101.799,7799
Mobile,17080,15776.400,7784
Mobile,17070,15672.000,7777
Desktop,11080,16529.199,7769
Mobile,12210,11317.000,7767
Mobile,12200,11377.800,7743
Desktop,11230,16418.800,7737
Desktop,11790,16770.900,7702
Mobile,12190,11483.800,7678
Mobile,12170,11608.100,7674
Desktop,11450,16421.000,7635
Tablet,9280,17677.400,7603
Mobile,17090,15565.000,7529
Mobile,12180,11565.800,7525
Mobile,12140,11374.400,7514
Mobile,12260,11432.200,7510
Mobile,12280,11315.000,7505
Desktop,11480,17299.000,7496
Desktop,11240,16587.800,7487
Desktop,11500,16979.200,7483
Mobile,12780,12991.400,7458
Desktop,11540,16342.800,7448
Mobile,12150,11378.000,7440
Desktop,11640,17960.600,7423
Mobile,12160,11387.800,7419
Desktop,11800,17238.600,7355
Mobile,12250,11495.600,7329
Mobile,12240,11851.400,7325
Mobile,12130,11606.400,7320
Tablet,9090,17540.400,7317
Mobile,17100,16111.500,7258
Desktop,11270,16833.200,7237
Desktop,11510,16680.800,7184
Mobile,12380,11360.000,7132
Mobile,12270,11461.000,7121
Tablet,8900,27920.600,7117
Desktop,12020,18492.600,7083
Mobile,12350,11418.200,7063
Desktop,11250,16942.500,7036
Desktop,11600,16955.400,7023
Mobile,12360,11463.800,7020
Tablet,8890,27731.699,7004
Mobile,17060,16068.600,6998
Desktop,11730,15943.199,6964
Mobile,12390,11566.800,6955
Mobile,12320,11156.000,6936
Mobile,12370,11529.500,6936
Mobile,12330,11346.700,6874
Desktop,11550,17269.000,6861
Desktop,11530,16521.000,6855
Desktop,11520,16657.300,6850
Desktop,11260,17332.000,6831
Mobile,12290,11737.800,6823
Mobile,12400,11323.000,6751
Mobile,12530,11571.500,6746
Mobile,12300,11721.000,6726
Mobile,17050,15987.100,6722
Desktop,11680,17724.600,6714
Mobile,12340,11174.800,6713
Tablet,9290,17632.000,6656
Mobile,12770,13210.400,6650
Desktop,11900,15827.700,6632
Mobile,12310,11559.300,6620
Desktop,11660,17892.800,6548
Mobile,13820,14520.199,6529
