DEVICETYPENAME,LAST_FONT_TIME,TTI,FREQ
Mobile,36000,36711.000,25
Desktop,41200,42417.000,25
Desktop,39200,42476.000,25
Tablet,18900,22427.000,25
Mobile,34800,35557.000,25
Mobile,38000,41866.000,24
Mobile,37100,39534.000,24
Tablet,17100,19345.500,24
Desktop,34300,44468.000,24
Mobile,31100,32966.500,24
Tablet,17600,21858.500,24
Desktop,40000,41965.000,24
Mobile,40900,42569.500,24
Tablet,15300,20537.500,24
Desktop,36500,38278.000,24
Tablet,18300,19567.500,24
Desktop,36900,39076.500,24
Desktop,35400,36176.000,24
Mobile,38800,39359.000,23
Mobile,35500,34895.000,23
Mobile,35100,36210.000,23
Desktop,42600,49511.000,23
Mobile,34400,43955.000,23
Desktop,40900,45304.000,23
Mobile,36600,38075.000,23
Desktop,36700,39012.500,22
Desktop,35600,40592.000,22
Desktop,37000,40909.500,22
Mobile,37300,39351.000,22
Desktop,42300,44246.500,22
Desktop,38800,40535.500,22
Tablet,17300,21099.000,22
Desktop,37600,43157.000,22
Desktop,40300,43576.000,22
Mobile,36300,35462.500,22
Tablet,18000,23432.000,22
Mobile,38300,41485.000,22
Desktop,42100,44347.000,21
Mobile,35200,39600.000,21
Desktop,39100,41700.000,21
Tablet,16300,18899.000,21
Mobile,36100,41644.000,21
Mobile,39100,42336.000,21
Desktop,40200,43510.000,21
Tablet,17900,20813.000,21
Desktop,35200,37413.000,21
Desktop,38100,41104.000,21
Tablet,21200,22572.000,21
Desktop,40600,41623.000,21
Mobile,38600,42934.000,21
Desktop,38600,41157.000,21
Desktop,37700,38888.000,21
Desktop,43200,47614.000,21
Desktop,38500,52167.500,20
Desktop,37900,41771.000,20
Desktop,42800,46638.000,20
Desktop,39300,45199.500,20
Mobile,35800,40789.500,20
Mobile,36500,38797.000,20
Tablet,18800,24214.500,20
Desktop,36400,38954.000,20
Mobile,43400,44859.500,20
Tablet,19700,22089.000,20
Mobile,33300,38883.500,20
Tablet,18400,23926.000,20
Desktop,41500,44500.000,20
Tablet,20200,24234.500,20
Desktop,37800,39616.500,20
Tablet,19800,25159.000,20
Mobile,39300,41629.000,19
Mobile,37900,43325.000,19
Desktop,38900,40094.000,19
Desktop,36100,39720.000,19
Desktop,38400,41031.000,19
Desktop,38300,44498.000,19
Tablet,21800,25801.000,19
Desktop,41400,43771.000,19
Mobile,41800,43997.000,19
Mobile,41200,43468.000,19
Mobile,40000,39126.000,19
Desktop,40700,53293.000,19
Desktop,40100,42088.000,19
Mobile,46100,46896.000,19
Mobile,41600,45218.000,19
Mobile,42200,51582.000,19
Desktop,45200,49893.000,19
Mobile,34600,38565.000,19
Desktop,39400,45653.000,19
Mobile,40100,40928.000,19
Desktop,45500,47639.000,19
Mobile,42600,46065.000,19
Mobile,36400,46372.000,19
Desktop,44000,49008.000,18
Desktop,43300,47188.500,18
Desktop,43900,47408.500,18
Tablet,22500,25632.000,18
Mobile,34700,34845.500,18
Tablet,19900,22962.500,18
Mobile,37500,40668.000,18
Mobile,36800,39505.500,18
Tablet,21900,23835.500,18
Desktop,39600,42983.500,18
Mobile,47600,54535.500,18
Mobile,41100,43896.000,18
Tablet,18200,21506.000,18
Desktop,40800,41222.000,18
Mobile,37800,42891.500,18
Mobile,40800,44559.000,17
Mobile,34900,37378.000,17
Mobile,42300,44977.000,17
Mobile,43200,47220.000,17
Mobile,44200,47279.000,17
Desktop,37100,41655.000,17
Desktop,45600,54561.000,17
Desktop,47700,48496.000,17
Mobile,37000,38181.000,17
Mobile,40300,45133.000,17
Desktop,42200,44247.000,17
Mobile,39700,43147.000,17
Desktop,43700,44854.000,17
Mobile,44700,46865.000,17
Mobile,40200,40999.000,17
Mobile,39500,41868.000,17
Desktop,42000,43929.000,17
Mobile,40700,31514.000,17
Tablet,21500,23138.000,17
Desktop,41600,45719.000,17
Desktop,47600,49360.000,17
Desktop,39800,42926.000,17
Desktop,43500,47097.000,17
Tablet,16600,21934.000,17
Desktop,44900,48365.000,17
Desktop,41300,45010.000,17
Mobile,42400,44963.500,16
Desktop,41100,44038.500,16
Mobile,42500,45846.000,16
Mobile,39000,42476.000,16
Mobile,35300,34808.500,16
Tablet,22400,28985.000,16
Mobile,39600,34118.000,16
Mobile,48900,51142.000,16
Mobile,42100,41239.000,16
Tablet,19400,24515.500,16
Mobile,46300,49755.000,16
Mobile,42800,43624.000,16
Mobile,35600,37541.000,16
Mobile,37400,41920.500,16
Desktop,45800,60790.500,16
Desktop,44300,48747.500,16
Desktop,45100,48055.500,16
Tablet,20700,26180.000,16
Desktop,45000,46744.000,16
Desktop,49700,51397.500,16
Mobile,40400,43038.000,15
Desktop,51100,54867.000,15
Mobile,40600,44632.000,15
Desktop,51300,52571.000,15
Tablet,18600,21895.000,15
Desktop,52200,54973.000,15
Mobile,38500,41052.000,15
Mobile,39800,40356.000,15
Mobile,46500,50864.000,15
Tablet,22600,26492.000,15
Tablet,27200,30133.000,15
Mobile,41900,44716.000,15
Desktop,43000,45725.000,15
Desktop,46500,49880.000,15
Tablet,20800,22275.000,15
Mobile,42700,45540.000,15
Mobile,39200,44709.000,15
Mobile,44600,49823.000,15
Mobile,43600,53467.000,15
Mobile,45100,38903.000,15
Tablet,17000,23410.500,14
Tablet,21300,24046.000,14
Desktop,46700,49828.500,14
Desktop,40400,48159.500,14
Desktop,44400,47174.500,14
Desktop,48200,51984.500,14
Desktop,49000,50912.000,14
Desktop,49100,54537.000,14
Desktop,43800,44155.000,14
Desktop,46100,53511.000,14
Mobile,44400,47037.000,14
Desktop,39700,41843.000,14
Tablet,20500,26637.500,14
Mobile,48600,40502.500,14
Desktop,48900,66931.000,14
Desktop,53300,56951.000,14
Mobile,39900,41775.500,14
Tablet,22800,25003.500,14
Tablet,24000,25818.000,14
Mobile,46900,47732.500,14
Mobile,39400,36172.000,14
Desktop,51500,56528.500,14
Desktop,50400,51183.500,14
Desktop,48100,50119.500,14
Mobile,41500,45071.000,13
Desktop,47100,52267.000,13
Tablet,19000,19706.000,13
Tablet,23200,24474.000,13
Desktop,47000,50369.000,13
Desktop,45700,49970.000,13
Desktop,49200,54546.000,13
Mobile,48500,51792.000,13
Tablet,22100,30475.000,13
Mobile,50100,57815.000,13
Mobile,46000,48725.000,13
Mobile,49700,47190.000,13
Mobile,41000,40412.000,13
Desktop,44100,44476.000,13
Tablet,23400,24159.000,13
Mobile,50700,43014.000,13
Desktop,52500,54329.000,13
Tablet,26600,30020.000,13
Tablet,22900,26534.000,13
Mobile,42000,46592.000,13
Desktop,49500,52832.000,13
Tablet,20600,23144.000,13
Desktop,45400,48582.000,13
Desktop,48700,50530.000,13
Desktop,44800,50266.000,13
Desktop,46900,48639.000,13
Tablet,18500,22810.000,13
Tablet,19500,23291.000,13
Desktop,46300,53753.000,13
Desktop,51800,54779.000,13
Tablet,20900,21278.000,13
Mobile,57500,61644.500,12
Mobile,52000,55834.500,12
Desktop,57700,59700.000,12
Mobile,47000,44342.000,12
Tablet,24400,27160.500,12
Mobile,43900,41521.500,12
Tablet,20300,21892.500,12
Desktop,44200,50888.000,12
Desktop,48000,52158.500,12
Desktop,47200,48556.000,12
Tablet,18700,24355.500,12
Mobile,45600,50156.500,12
Desktop,47900,51599.500,12
Desktop,43100,47379.000,12
Tablet,24100,25943.000,12
Desktop,48800,53720.500,12
Tablet,22000,24546.000,12
Desktop,49300,55800.500,12
Mobile,49500,47408.000,12
Desktop,39500,42123.000,12
Mobile,38200,38051.500,12
Mobile,45200,53311.000,12
Mobile,41300,41615.000,12
Mobile,43500,45212.500,12
Tablet,20100,24559.000,12
Mobile,49800,52563.000,12
Mobile,45900,47581.500,12
Desktop,43600,46402.000,12
Tablet,24600,25137.000,12
Tablet,19300,20752.500,12
Mobile,47400,60403.500,12
Mobile,38900,46866.500,12
Desktop,46600,42678.000,11
Mobile,62800,73983.000,11
Desktop,47500,48486.000,11
Desktop,44500,57128.000,11
Desktop,46200,47750.000,11
Desktop,55000,56251.000,11
Desktop,47300,48002.000,11
Mobile,45800,38072.000,11
Desktop,42700,44639.000,11
Mobile,49100,54912.000,11
Desktop,63800,66862.000,11
Mobile,48000,61202.000,11
Desktop,43400,46278.000,11
Tablet,22300,30603.000,11
Tablet,22200,25051.000,11
Desktop,48500,49902.000,11
Mobile,53000,58872.000,11
Mobile,54800,58514.000,11
Mobile,45300,45615.000,11
Desktop,57200,65161.000,11
Desktop,52300,63833.000,11
Mobile,50200,50421.000,11
Desktop,49400,51319.000,11
Mobile,51300,48036.000,11
Mobile,45500,46206.000,11
Mobile,45000,47437.000,11
Mobile,43800,43651.000,11
Desktop,49800,51215.000,11
Mobile,49300,50435.000,11
Mobile,51200,45391.000,11
Mobile,41700,45717.000,11
Tablet,21100,22103.000,11
Mobile,45400,46350.000,11
Tablet,23100,25165.000,11
Mobile,48700,51766.000,11
Tablet,34500,40942.000,11
Mobile,46700,49935.000,11
Mobile,47100,54947.000,11
Mobile,51800,54306.000,10
Mobile,55800,49611.000,10
Desktop,56900,63573.500,10
Mobile,42900,44394.500,10
Mobile,52400,44083.500,10
Mobile,57600,58029.500,10
Desktop,51400,53642.000,10
Tablet,30200,31391.000,10
Tablet,21400,23447.000,10
Desktop,53100,53806.500,10
Desktop,50100,52167.000,10
Desktop,58000,63830.500,10
Mobile,46600,50570.500,10
Tablet,24200,33391.500,10
Desktop,57000,60877.000,10
Tablet,26200,27210.500,10
Tablet,21700,25911.500,10
Tablet,28500,28152.000,10
Mobile,60500,61284.500,10
Mobile,38700,36200.000,10
Mobile,53200,58954.500,10
Tablet,19200,21715.000,10
Mobile,48200,50954.500,10
Tablet,19600,21661.000,10
Mobile,53600,58899.000,10
Desktop,52400,54370.000,10
Desktop,46800,49859.500,10
Desktop,44700,47664.500,10
Desktop,60700,65084.000,10
Mobile,44300,44835.500,10
Mobile,44000,43563.500,10
Mobile,55100,60994.000,10
Mobile,53400,50724.000,10
Desktop,55200,57413.000,10
Desktop,42500,46698.000,10
Mobile,47800,48987.000,10
Desktop,44600,48158.500,10
Desktop,50500,54563.500,10
Tablet,24500,24529.500,10
Mobile,59500,60081.000,10
Tablet,23500,25921.500,10
,700,5594.000,10
Desktop,50600,52801.000,9
Desktop,50900,52273.000,9
Mobile,61600,65800.000,9
Mobile,52800,53107.000,9
Tablet,27700,30490.000,9
Mobile,51000,49927.000,9
Mobile,38400,59155.000,9
Tablet,21000,22920.000,9
Tablet,28300,30386.000,9
Desktop,58800,62084.000,9
Mobile,56700,52112.000,9
Mobile,49600,45903.000,9
,2300,4737.000,9
Desktop,58900,60174.000,9
Mobile,57900,60872.000,9
Desktop,54900,57340.000,9
Mobile,44900,42414.000,9
Mobile,43100,44515.000,9
Mobile,44100,57273.000,9
Tablet,26400,26981.000,9
Desktop,45900,48983.000,9
Mobile,58300,58935.000,9
Mobile,50500,55333.000,9
Mobile,47200,47899.000,9
Desktop,56600,60075.000,9
Desktop,48600,52600.000,9
Tablet,30000,32818.000,9
Mobile,56600,60255.000,9
Desktop,50000,56351.000,9
Desktop,47800,49887.000,9
Mobile,58600,40619.000,9
Mobile,37600,39187.000,9
Tablet,30500,37751.000,9
Desktop,52600,55885.000,9
Desktop,53700,60254.000,9
Tablet,20000,25929.000,9
Tablet,23800,25364.000,9
Desktop,48400,49456.000,9
Desktop,53600,55636.000,9
Desktop,49600,53747.000,9
Mobile,47300,50277.000,9
Desktop,53800,56261.000,9
Desktop,60400,62405.500,8
Mobile,62600,69535.500,8
Mobile,59300,67467.000,8
Desktop,52700,63245.500,8
Mobile,50800,52186.000,8
Desktop,59000,59169.500,8
Desktop,46000,45001.000,8
Mobile,63300,61551.500,8
Mobile,51100,61647.000,8
Mobile,57200,60125.000,8
Desktop,60200,61272.500,8
Mobile,56300,60333.500,8
Mobile,48300,58144.000,8
Mobile,55500,58662.000,8
Tablet,28400,28095.500,8
Tablet,26000,31851.000,8
Tablet,21600,23128.500,8
Mobile,54900,52220.500,8
Tablet,25700,27865.500,8
Tablet,20400,27336.500,8
Mobile,46400,47560.000,8
Desktop,70800,76907.000,8
Mobile,48800,53000.000,8
Desktop,54500,57005.000,8
Tablet,30800,34426.000,8
Mobile,52200,61260.500,8
Tablet,27400,29404.500,8
Mobile,52600,60982.500,8
Mobile,72700,60113.500,8
Tablet,24800,32611.000,8
Tablet,25500,26308.000,8
Desktop,59400,61232.500,8
Desktop,65400,75151.000,8
Mobile,44800,47573.500,8
Mobile,53100,42163.500,8
Mobile,52700,38424.500,8
Desktop,52000,57721.000,8
Desktop,58300,63234.500,8
,4300,6726.500,8
Desktop,55300,59152.500,8
Desktop,50300,59513.500,8
Mobile,47500,46234.500,8
Desktop,51700,54131.000,8
Mobile,43300,54863.500,8
Tablet,23900,26005.000,8
Tablet,29000,31895.000,8
Mobile,84600,102528.500,8
Desktop,51200,53898.000,8
Mobile,61700,61638.500,8
Desktop,64400,67939.500,8
Mobile,47700,50493.500,8
Desktop,67100,76052.000,7
Desktop,54000,68753.000,7
Desktop,63900,64850.000,7
Desktop,64100,66829.000,7
Tablet,24900,27296.000,7
Mobile,71200,76127.000,7
Mobile,54300,56896.000,7
Tablet,23000,26779.000,7
Mobile,51600,39930.000,7
Tablet,26300,32763.000,7
Tablet,29400,35097.000,7
Desktop,66700,62636.000,7
Desktop,64900,81852.000,7
Desktop,62500,64220.000,7
Desktop,57800,58223.000,7
Tablet,26500,28330.000,7
Desktop,80300,88647.000,7
Tablet,32300,35545.000,7
Desktop,51900,55228.000,7
Desktop,71700,77727.000,7
Tablet,28100,42198.000,7
Tablet,26100,25997.000,7
,3600,8362.000,7
Desktop,61700,64694.000,7
,2600,6711.000,7
Mobile,57400,61859.000,7
Desktop,61900,63692.000,7
Desktop,52800,55607.000,7
Mobile,61000,47828.000,7
Desktop,47400,47731.000,7
Desktop,59800,60544.000,7
Tablet,24700,29957.000,7
Desktop,57100,61536.000,7
Desktop,54200,51424.000,7
Mobile,51400,57643.000,7
Desktop,50200,80666.000,7
Desktop,49900,53354.000,7
Desktop,51000,51501.000,7
Mobile,62200,50918.000,7
Tablet,31200,42120.000,7
Tablet,25400,30895.000,7
Mobile,51500,48274.000,7
Mobile,48400,52907.000,7
Mobile,46200,48218.000,7
,3700,5737.000,7
Tablet,23600,25255.000,7
Tablet,25900,36163.000,7
Tablet,25600,28491.000,7
Mobile,51700,51102.000,7
Mobile,45700,63099.000,7
Tablet,22700,27933.000,7
Mobile,40500,39142.000,7
,2500,6835.000,7
Desktop,56500,65746.000,7
Mobile,60000,60117.000,7
Desktop,46400,50012.000,7
Mobile,46800,38640.000,7
Tablet,31500,32601.000,7
Mobile,49000,36506.000,7
Desktop,75300,78166.000,6
,2000,6307.000,6
Tablet,28700,33478.000,6
Tablet,23700,28804.500,6
Mobile,92400,98451.000,6
Mobile,55300,63616.000,6
Mobile,59700,60176.500,6
Desktop,52100,46389.500,6
Desktop,80100,80762.500,6
Tablet,32800,34283.500,6
Tablet,33900,40078.000,6
Desktop,61000,62384.500,6
Desktop,56400,61270.000,6
Tablet,26800,32867.500,6
Mobile,59900,57678.000,6
Tablet,31900,30666.500,6
Desktop,54700,66932.500,6
Desktop,58500,60701.000,6
Mobile,50000,56374.000,6
Desktop,64200,68774.000,6
Desktop,56000,57320.500,6
Desktop,60300,62862.500,6
Mobile,73000,75983.000,6
Tablet,27500,32299.000,6
Desktop,79400,81968.000,6
Tablet,24300,28051.500,6
Desktop,72000,75329.000,6
Mobile,52500,56555.000,6
Mobile,60300,51807.000,6
Mobile,55900,48851.500,6
Mobile,50400,55313.000,6
Mobile,43700,51159.000,6
Mobile,55000,60297.000,6
Mobile,50300,52726.500,6
Mobile,52100,51060.500,6
Mobile,67500,66811.000,6
Desktop,60100,75953.500,6
Tablet,36700,41691.500,6
Desktop,62800,65355.000,6
,2700,4436.500,6
Desktop,72500,70862.500,6
Mobile,55400,53080.000,6
Mobile,69700,69728.000,6
Mobile,61500,59696.000,6
Desktop,89500,85847.500,6
Mobile,60800,70622.000,6
Desktop,72600,78974.000,6
Mobile,55200,58009.500,6
Mobile,84100,73711.500,6
Mobile,59400,55629.500,6
Desktop,50700,54731.000,6
Mobile,43000,49245.500,6
,1600,6532.000,6
Tablet,25100,32789.500,6
Tablet,23300,24172.500,6
Desktop,64000,66889.000,6
Desktop,72400,63794.000,6
Desktop,57600,73912.500,6
Desktop,54600,57680.500,6
Tablet,36500,38345.500,6
Desktop,55700,61789.000,6
Desktop,64300,283960.500,6
Desktop,66900,70796.500,6
Mobile,59800,56777.000,6
Mobile,57000,58663.000,6
Mobile,56000,55012.000,6
Desktop,69700,74857.000,6
Mobile,60600,66478.000,6
Tablet,33300,33142.000,6
,3100,5520.000,6
Mobile,60200,57863.500,6
Desktop,74800,76493.000,6
Desktop,59100,61194.500,6
Desktop,55600,59199.000,6
Desktop,58200,66426.000,6
Mobile,60900,57086.500,6
Mobile,47900,57305.000,6
Mobile,80400,83579.000,6
Tablet,31600,34029.000,6
Mobile,74500,76650.000,6
Mobile,49400,46898.000,6
Desktop,59200,56263.500,6
Mobile,69900,77092.500,6
Tablet,30400,33716.500,6
Mobile,55700,60483.500,6
Mobile,67000,67738.000,6
Desktop,57900,61806.500,6
Mobile,61800,60879.500,6
,500,7503.000,6
Desktop,55500,57782.000,6
Desktop,68100,63997.500,6
Tablet,32700,36387.500,6
Desktop,66400,75355.000,6
Mobile,58400,50329.000,6
Desktop,59500,61103.500,6
Desktop,54800,58259.500,6
Desktop,63500,59054.000,5
Mobile,52300,55841.000,5
Desktop,48300,50586.000,5
Mobile,52900,23130.000,5
Mobile,78800,80064.000,5
Mobile,65600,69741.000,5
Tablet,35800,37758.000,5
Desktop,62400,63659.000,5
Tablet,29500,30469.000,5
Mobile,53500,59545.000,5
Tablet,36200,42261.000,5
Mobile,57800,57941.000,5
Tablet,26900,32160.000,5
Desktop,76200,66867.000,5
Desktop,50800,51952.000,5
Desktop,60000,64106.000,5
Mobile,74700,72905.000,5
Desktop,53500,50858.000,5
Mobile,50900,55388.000,5
Tablet,35700,44125.000,5
Tablet,31400,32503.000,5
Mobile,50600,42911.000,5
Desktop,84000,84236.000,5
Desktop,78000,76677.000,5
Mobile,49200,55486.000,5
Desktop,65200,66701.000,5
Mobile,64000,69990.000,5
Desktop,82500,85050.000,5
,1400,4738.000,5
Desktop,61600,55679.000,5
Tablet,28800,31088.000,5
Desktop,57400,60325.000,5
Mobile,65500,76685.000,5
Mobile,76100,82660.000,5
Desktop,52900,55887.000,5
Mobile,54100,53633.000,5
Desktop,51600,66938.000,5
Mobile,70400,76950.000,5
Desktop,73300,83862.000,5
Desktop,55900,58700.000,5
Tablet,32100,30347.000,5
Desktop,62900,64247.000,5
Tablet,30100,26327.000,5
Desktop,67800,72092.000,5
Mobile,49900,54081.000,5
Mobile,68600,61150.000,5
Mobile,72400,70732.000,5
Mobile,64800,70039.000,5
Tablet,27800,26907.000,5
Desktop,66300,79222.000,5
Mobile,58100,58636.000,5
Mobile,51900,52608.000,5
Tablet,25800,34779.000,5
Tablet,34400,45372.000,5
Desktop,78800,94833.000,5
Mobile,75700,77071.000,5
,1500,3543.000,5
Desktop,74100,76000.000,5
Desktop,55100,67024.000,5
Mobile,80100,78517.000,5
Desktop,71000,74614.000,5
Mobile,62400,66605.000,5
Mobile,72200,68250.000,5
Mobile,53300,64428.000,5
Tablet,25300,27939.000,5
Mobile,68200,71302.000,5
Mobile,69000,80193.000,5
Mobile,48100,49418.000,5
Mobile,53700,54847.000,5
Desktop,75600,83370.000,5
Desktop,66500,67049.000,5
Tablet,43500,44755.000,5
Desktop,55800,65077.000,5
Desktop,64600,64566.000,5
Desktop,82700,78533.000,5
Desktop,86400,100668.000,5
Mobile,69200,70240.000,5
Tablet,27100,27534.000,5
Desktop,74300,87985.000,5
Desktop,59700,56963.000,5
Mobile,97600,97992.000,5
Mobile,66500,49839.000,5
Desktop,60600,57656.000,5
,600,6244.000,5
Mobile,59000,46281.000,5
Tablet,40200,44665.000,5
Desktop,62200,65770.000,5
Desktop,65700,67870.000,5
Mobile,58700,67867.000,5
Tablet,29900,32034.000,5
Tablet,33800,34148.000,5
Desktop,63100,63727.000,5
Desktop,58600,64152.000,5
Desktop,67600,70448.000,5
Desktop,83500,92242.000,5
Mobile,58000,57110.000,5
Mobile,54200,61459.000,5
Tablet,25200,37211.000,5
Desktop,63200,64600.000,5
Mobile,44500,46803.000,5
Mobile,60700,50931.000,5
Tablet,41100,47853.000,5
Desktop,57300,49512.000,5
,4200,9550.000,5
Tablet,27000,28152.000,5
Tablet,44200,42851.000,5
Mobile,69600,69978.000,5
Tablet,35200,36461.000,5
Mobile,56900,59611.000,5
Desktop,61100,68056.000,5
Tablet,30600,32772.000,4
Mobile,88000,90310.000,4
Desktop,65800,82603.500,4
Mobile,58800,57723.500,4
Mobile,62300,61559.000,4
Desktop,65000,77081.500,4
Tablet,34300,33008.000,4
Desktop,97700,102284.500,4
Mobile,66300,75646.500,4
Mobile,72500,58024.500,4
,2800,6434.000,4
Tablet,31100,33951.000,4
Tablet,27900,31590.000,4
Mobile,71000,46164.000,4
Tablet,33100,37308.000,4
Tablet,33600,40367.500,4
Mobile,67600,68594.000,4
Desktop,56800,73647.500,4
Tablet,36100,30973.500,4
Desktop,77300,144124.000,4
Desktop,58700,58851.500,4
Desktop,59600,60758.000,4
Mobile,65000,68854.000,4
Mobile,62500,68702.000,4
Mobile,58900,59666.500,4
Tablet,31700,36107.000,4
Desktop,82200,85601.500,4
Mobile,118000,108742.500,4
,3500,5485.000,4
Mobile,63900,70589.500,4
Desktop,61800,40567.000,4
Mobile,66200,212151.500,4
Tablet,32500,30910.500,4
Desktop,78100,176640.500,4
Desktop,73400,75540.500,4
Tablet,29300,34908.000,4
Mobile,78500,78359.000,4
,3900,7548.000,4
,1200,4243.000,4
Tablet,27600,32225.500,4
Tablet,54600,45281.500,4
Desktop,76500,91192.500,4
Tablet,48700,51853.000,4
Mobile,115600,117713.500,4
Desktop,56700,63838.000,4
Desktop,75800,128731.000,4
Tablet,36000,40759.500,4
Mobile,54600,51250.000,4
Desktop,67900,77157.500,4
Desktop,86300,90934.500,4
,1900,7414.500,4
Tablet,39000,80428.500,4
Desktop,107100,120403.000,4
Mobile,71500,44925.000,4
Tablet,47500,54928.000,4
Mobile,66400,63889.000,4
Desktop,67400,59742.000,4
,2100,4536.500,4
Mobile,63100,63631.500,4
Desktop,114300,117360.000,4
Desktop,58100,65450.500,4
Tablet,39600,39116.500,4
Desktop,56300,47239.000,4
Desktop,65300,69747.500,4
Desktop,73800,54599.500,4
Desktop,63300,59204.000,4
Mobile,63500,45505.500,4
Mobile,60100,60682.000,4
Tablet,33400,34260.000,4
,5200,7322.500,4
Tablet,45400,45318.000,4
Desktop,54400,56651.000,4
Desktop,63400,68272.500,4
Desktop,68000,72455.000,4
Mobile,74300,74038.500,4
Desktop,70400,91544.500,4
Mobile,67400,68452.000,4
Mobile,90700,84875.000,4
Desktop,74700,76551.000,4
Desktop,61500,61920.500,4
Desktop,97000,97265.000,4
,1000,5718.000,4
Desktop,59300,62905.000,4
Desktop,60900,73054.000,4
Desktop,58400,57032.500,4
Mobile,56800,47594.500,4
Mobile,79500,91771.000,4
Mobile,70100,61211.000,4
Desktop,62000,65554.000,4
Mobile,92700,109564.500,4
Desktop,67300,68711.000,4
Tablet,28900,36727.500,4
Desktop,72900,82346.500,4
Mobile,87800,92992.000,4
Desktop,80800,92263.500,4
Mobile,62100,64009.000,4
Desktop,74500,81277.500,4
Tablet,44700,45759.000,4
Tablet,29200,29363.000,4
Desktop,61300,65075.500,4
Mobile,70700,85777.000,4
Tablet,41900,47393.500,4
Mobile,94500,94375.500,4
Desktop,61400,64050.000,4
Desktop,72800,73724.500,4
Tablet,37300,35643.000,4
Mobile,82400,57773.000,4
Mobile,65400,59147.000,4
Mobile,80800,76878.500,4
Mobile,94100,98159.000,4
Mobile,60400,55515.500,4
Tablet,35300,35587.500,4
Mobile,75500,57020.000,4
Mobile,63000,69846.000,4
,2400,8686.000,4
Desktop,72700,73799.500,4
Desktop,80000,74691.000,4
Desktop,68700,88039.000,4
Tablet,35500,46452.500,4
Mobile,56100,55219.500,4
Desktop,62700,62406.000,4
Tablet,43600,47580.000,4
Mobile,65300,110589.500,4
Mobile,80700,81635.000,4
Tablet,42200,39941.000,4
Mobile,71800,60499.500,4
Mobile,73100,86881.500,4
Desktop,60800,53768.500,4
Desktop,64800,65998.000,4
Mobile,68100,81336.500,4
Desktop,65900,52426.500,4
Mobile,56500,68981.000,4
Desktop,53400,54295.000,4
Desktop,70700,74097.000,4
Mobile,81900,86715.000,4
Tablet,44900,32758.000,4
Tablet,41800,44706.000,4
Mobile,58500,61859.000,4
Mobile,92900,104743.500,4
Desktop,62600,66536.500,4
Mobile,98500,100914.000,4
,800,9049.500,4
Desktop,71800,71094.000,4
Desktop,72100,75701.500,4
,1100,4117.000,4
Tablet,43900,50311.500,4
Mobile,91700,98523.500,4
Tablet,34000,35768.500,4
Desktop,82000,84298.500,4
Mobile,61400,44290.000,4
Tablet,48000,50371.500,4
Mobile,75400,80198.000,4
Tablet,32600,24385.000,4
Mobile,75300,76734.500,4
Desktop,69100,69551.000,4
Mobile,54000,51799.000,4
Mobile,59200,69330.500,4
Desktop,89300,74440.000,4
Desktop,62300,63363.000,4
Desktop,88500,94471.500,4
Mobile,64300,67772.000,4
Tablet,27300,31696.000,4
Desktop,99600,101861.000,4
Desktop,61200,62527.500,4
Tablet,34200,35945.000,4
Mobile,64600,52581.500,4
Tablet,44100,68184.500,4
Tablet,41600,51425.500,4
Tablet,31800,27093.000,4
Desktop,68900,73640.000,4
Desktop,85800,90416.000,4
,3000,6665.000,4
Desktop,64500,66834.000,4
Mobile,65700,67630.000,4
Desktop,83600,82614.000,4
Desktop,73600,80044.000,3
Desktop,69900,71820.000,3
Mobile,65200,69899.000,3
Desktop,73700,78813.000,3
Desktop,68600,69901.000,3
Mobile,67200,79185.000,3
Desktop,63000,68917.000,3
Desktop,95000,99962.000,3
Tablet,36600,39247.000,3
,1300,14094.000,3
Tablet,38100,41311.000,3
Desktop,75500,78244.000,3
Mobile,71300,73115.000,3
Desktop,77000,83851.000,3
Tablet,41300,48450.000,3
Desktop,79800,104968.000,3
,100,4551.000,3
,0,4291.000,3
,6200,7937.000,3
,4000,6256.000,3
Desktop,89700,89308.000,3
Desktop,87900,97161.000,3
Tablet,36300,42230.000,3
,1700,5043.000,3
Desktop,63600,70564.000,3
Tablet,26700,34267.000,3
Desktop,69600,70355.000,3
Desktop,96500,108369.000,3
Desktop,81200,90987.000,3
Mobile,70000,52380.000,3
Desktop,77700,56447.000,3
Desktop,77200,81449.000,3
Mobile,82900,49134.000,3
Tablet,40400,41358.000,3
Desktop,53000,72943.000,3
Desktop,86200,90627.000,3
Desktop,60500,96112.000,3
Desktop,70000,61190.000,3
Tablet,32200,25225.000,3
Desktop,114200,110000.000,3
Desktop,88600,166268.000,3
Desktop,118400,90279.000,3
Mobile,57100,81398.000,3
Mobile,83200,83927.000,3
Tablet,34100,19641.000,3
Mobile,81400,99410.000,3
Mobile,121500,130888.000,3
Desktop,67500,64978.000,3
Mobile,109500,122639.000,3
Desktop,79100,79329.000,3
Tablet,40700,41914.000,3
Mobile,95500,91445.000,3
Tablet,37500,41393.000,3
Mobile,79300,79823.000,3
Mobile,83100,90173.000,3
Desktop,67200,69031.000,3
Desktop,90300,105364.000,3
Desktop,95200,117471.000,3
Mobile,77000,77092.000,3
Desktop,96400,125449.000,3
Mobile,62000,73504.000,3
,3800,5511.000,3
Desktop,110200,112599.000,3
Tablet,43000,45468.000,3
Mobile,66000,85300.000,3
Desktop,116700,112356.000,3
Tablet,40300,41109.000,3
